Rank,Title,Score,Chapters/Volumes,Published
-,Mankitsu,N/A,Manga (1 vols),Aug 2009 - Aug 2009
-,To-shi-u-e,N/A,Manga (1 vols),Sep 2006 - Sep 2006
-,Yabakune?,N/A,Manga (1 vols),Apr 2007 - May 2008
-,Bburoger!!,N/A,Manga (1 vols),Nov 2012 - Sep 2015
-,Love Maker,N/A,Manga (1 vols),Oct 2011 - Aug 2015
-,Senpai Ijime,N/A,Manga (1 vols),Apr 2007 - Apr 2007
-,Zoku Ozu-kun no Vita Sexualis,N/A,One-shot (? vols),Jan 2013 - Jan 2013
-,Maji, Panee!,N/A,Manga (1 vols),Jul 2008 - Jun 2009
-,Sweet Sweet Sweet Smile,N/A,Manga (1 vols),May 2003 - Mar 2005
-,Sonnna ni Ninshin Sasetaino?,N/A,Manga (1 vols),2002 - 2005
-,Purupuru Hearts,N/A,Manga (1 vols),Aug 2009 - Apr 2011
-,Ero Tissue,N/A,Manga (1 vols),Dec 2007 - Apr 2009
-,Purukyun Otome♥,N/A,Manga (1 vols),Jul 2011 - Nov 2012
-,Ingoku Kyakusen: Ikenie no Onnatachi,N/A,Manga (1 vols),Aug 2014 - Jan 2015
-,Shirayuri ni Dokumushi: Hisoka ni Aishiau Bijin Kyoushi to Joseito ga Kichiku no Gangu ni...,N/A,Manga (1 vols),Sep 2013 - Jul 2014
-,Daki,N/A,Manga (1 vols),Nov 1998 - Nov 1998
-,Kinbaku no Yakata,N/A,Light Novel (1 vols),Apr 1998 - Apr 1998
-,Zaiakukan: Haramase Kazoku Koubi,N/A,Manga (1 vols),Jan 2012 - Jul 2014
-,Itazura sezu ni wa Irarenai,N/A,Manga (1 vols),Jan 2012 - Aug 2013
-,Goku Ippan-teki na Oyako Seikatsu,N/A,Doujinshi (1 vols),Apr 2012 - Apr 2012
-,Gyakuten Sekai no Seidorei wa Igai to Warukunai!?,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
-,Imagination Love,N/A,Light Novel (1 vols),May 1998 - May 1998
-,Up!,N/A,Light Novel (1 vols),Oct 1998 - Oct 1998
-,Mon-zetsu♡Taigatame: Count 3 de Ikasete Ageru,N/A,Manga (1 vols),Sep 2012 - Aug 2014
-,Sumomo☆Millefeuille,N/A,Manga (1 vols),Oct 2004 - Oct 2004
-,Sumomo☆Shake,N/A,Manga (1 vols),Feb 2004 - Feb 2004
-,♪Plum Concerto,N/A,Manga (1 vols),Jun 2004 - Aug 2008
-,Ninpu: Joku,N/A,Manga (1 vols),Nov 2012 - Feb 2014
-,Osu Mesu Addiction,N/A,Manga (1 vols),Dec 2012 - May 2014
-,Yuri-dol Mission! Rival Kaisan Honey Trap,N/A,Light Novel (1 vols),May 2016 - May 2016
-,Sennyuu Sousakan Ishizuki Kaede: Ryoujoku wa Sousa no Ato de,N/A,Light Novel (1 vols),May 2016 - May 2016
-,Kau,N/A,Light Novel (1 vols),May 1998 - May 1998
-,Gizen,N/A,Light Novel (1 vols),Jan 1999 - Jan 1999
-,Dare yori Kitto Chikai kara,N/A,Manga (1 vols),Apr 1996 - Apr 1996
-,Kore ga Hoshiin Desho!?,N/A,Manga (1 vols),Nov 2013 - Nov 2013
-,Oniichan Kouryakuhou,N/A,One-shot (? vols),Jun 2008 - Jun 2008
-,Kuroyuri: Shoujo Vampire.,N/A,Manga (1 vols),Jun 2010 - Feb 2011
-,Dareka no Okusan,N/A,Manga (1 vols),2006 - 2007
-,Gakuen Chijo Douteigari,N/A,Manga (1 vols),May 2004 - Mar 2005
-,Niini no Mori,N/A,Manga (1 vols),Aug 2011 - Oct 2013
-,Amaai Cocoa,N/A,One-shot (? vols),Jan 2016 - Jan 2016
-,Inkyaku,N/A,Manga (1 vols),Dec 2005 - Jul 2008
-,Namaiki Lipp,N/A,One-shot (? vols),Jan 2016 - Jan 2016
-,Kouma Shoujo Mei: Kousoku Magu no Toriko,N/A,Light Novel (1 vols),May 2016 - May 2016
-,Hime Dorei: Mesu e to Ochiyuku Futago no Oujo,N/A,Light Novel (1 vols),Oct 2007 - Oct 2007
-,Aries,N/A,Light Novel (1 vols),Sep 2000 - Sep 2000
-,Mayaku,N/A,Light Novel (1 vols),Sep 1998 - Sep 1998
-,Inbi,N/A,Doujinshi (1 vols),Aug 2012 - Aug 2012
-,Real JS,N/A,Doujinshi (1 vols),Dec 2012 - Dec 2012
-,Nihohi,N/A,Doujinshi (1 vols),Dec 2003 - Dec 2003
-,Chapuchapu,N/A,Doujinshi (1 vols),Aug 2003 - Aug 2003
-,Ano Ko no Himegoto,N/A,Manga (1 vols),2003 - 2003
-,Shoujo no Shizuku,N/A,Manga (1 vols),2004 - 2004
-,Android wa H na Yume wo Miru ka?,N/A,Manga (1 vols),Sep 2012 - Jan 2016
-,Mesu Kyoushi 3: Inetsu no Gakusha - Touko-hen,N/A,Light Novel (1 vols),Aug 2013 - Aug 2013
-,Tsui no Yakata: Dai-1 Shou,N/A,Light Novel (1 vols),Oct 2004 - Oct 2004
-,Tsui no Yakata: Dai-2 Shou,N/A,Light Novel (1 vols),Dec 2004 - Dec 2004
-,Doutei Sotsugyou,N/A,Manga (1 vols),Mar 2013 - Oct 2014
-,Icha x2 Love x2 Cosplay Otome♥,N/A,Manga (1 vols),Jun 2009 - Apr 2010
-,Kozukuri Gakuen de Kyonyuu JK wo Haramasemashita,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
-,Teisou Kannen ga Gyakuten shita Sekai de Bishoujo-tachi no Seiyoku ga Yaba Sugiru!?,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
-,Warui Koto Shitai,N/A,Light Novel (1 vols),Nov 2005 - Nov 2005
-,Loli Kuri Gohan,N/A,Manga (1 vols),Mar 2015 - Feb 2016
-,Haitoku Niku Injo,N/A,Manga (1 vols),Jul 2011 - Jan 2015
-,Kono Osubuta!!,N/A,Manga (1 vols),May 2011 - Mar 2012
-,Suitei Chijo,N/A,Manga (1 vols),Mar 2003 - Oct 2005
-,Ashikoki Paradise,N/A,Manga (1 vols),Jul 2014 - Jul 2014
-,Koi Koi,N/A,Manga (1 vols),Nov 2004 - Mar 2006
-,Shisen,N/A,One-shot (? vols),Feb 2015 - Feb 2015
-,Idol Kyousei Sousa: Smartphone de Meirei shita Koto ga Genjitsu ni,N/A,Light Novel (1 vols),Apr 2016 - Apr 2016
-,Kanojo to Kanojo no Jijou: Akogare no Otome wa Otoko no Ko!?,N/A,Light Novel (1 vols),Apr 2016 - Apr 2016
-,Tensei Kenshi no Dorei Harem: Elf to Neko Juujin to Himekishi to Dark Elf,N/A,Light Novel (1 vols),Apr 2016 - Apr 2016
-,Home Maid,N/A,Light Novel (2 vols),Feb 2005 - Apr 2005
-,A-part,N/A,One-shot (? vols),Jan 2016 - Jan 2016
-,Kokuhaku no Katachi,N/A,Manga (1 vols),Jul 2004 - Jun 2007
-,Nakadashi♥Okawari!,N/A,Manga (1 vols),Nov 2007 - Aug 2010
-,Rougetsu Toshi,N/A,Light Novel (1 vols),Jul 1998 - Jul 1998
-,Ore no Tsure wa Hitodenashi: Chikae-hen,N/A,Light Novel (1 vols),Aug 2011 - Aug 2011
-,Imouto Bloomer: Houkago no Kuikomi Lesson,N/A,Light Novel (1 vols),Dec 2002 - Dec 2002
-,Gakuen 2: Ingyaku no Zushiki,N/A,Light Novel (1 vols),Jul 2005 - Jul 2005
-,Kono Kusottare no Mesubutadomo yo,N/A,Manga (1 vols),Oct 2014 - Jan 2016
-,Watashi to Ii Koto Shiyo?,N/A,Manga (1 vols),Jul 2014 - Jul 2015
-,Erosex!,N/A,Manga (1 vols),Jul 2009 - May 2010
-,Yamagami-sama no Oyome-sama,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
-,Inu no Ou no Dekiai Hanayome,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
-,Ookami-san no Kajou na Kyuuai,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
-,Chuushaki 2,N/A,Light Novel (1 vols),Oct 2001 - Oct 2001
-,Sukumizu 2: Oyogenai - Yomi Sena-hen,N/A,Light Novel (1 vols),Dec 2005 - Dec 2005
-,Sukumizu 2: Oyogenai - Mika Piko-hen,N/A,Light Novel (1 vols),Feb 2006 - Feb 2006
-,Usotsuki,N/A,One-shot (? vols),Mar 2016 - Mar 2016
-,Hitoyo dake,N/A,One-shot (? vols),Mar 2016 - Mar 2016
-,Woman Closet,N/A,One-shot (? vols),Mar 2016 - Mar 2016
-,Shoujo Mangaka no Koi,N/A,Manga (? vols),Feb 2001 - Aug 2002
-,Fundoshi Chijo Douteigui,N/A,Manga (1 vols),Apr 2012 - Jun 2013
-,Akenai Yoru no Sugoshikata,N/A,Manga (1 vols),Mar 2016 - Jun 2016
-,Haitoku Lab♥,N/A,Manga (1 vols),Apr 2007 - Jul 2009
-,Tanezuke Bokujou Gakuen: Goshujinsama no Kachiku ni Haramase Shiiku Buhi♪,N/A,Light Novel (1 vols),Apr 2016 - Apr 2016
-,Ai ga Areba Koibito ni Saiminjutsu wo Kaketemo Mondai Nai yo ne?,N/A,Light Novel (1 vols),Apr 2016 - Apr 2016
-,Ore no Maid Harem wa Itsudatte Gohoushi Soudatsusen desu!,N/A,Light Novel (1 vols),Apr 2016 - Apr 2016
-,Wafuu Seiso na Kurokami JK wa Futanari Do Maso Kyokon: Nani wo Saretemo Shasei Shichau no,N/A,Light Novel (1 vols),Apr 2016 - Apr 2016
-,Touch Me: Koi no Okusuri,N/A,Light Novel (1 vols),Jun 1999 - Jun 1999
-,Princess Memory,N/A,Light Novel (1 vols),Nov 2000 - Nov 2000
-,Saishuu Shiken Kujira,N/A,Light Novel (2 vols),Jul 2005 - Sep 2005
-,Sukumizu 2: Oyogenai - Kae Hina-hen,N/A,Light Novel (1 vols),Apr 2006 - Apr 2006
-,Toriko 2,N/A,Light Novel (1 vols),Apr 1998 - Apr 1998
-,Aikagi: Hidamari to Kanojo no Heyagi - Chika-hen,N/A,Light Novel (1 vols),Aug 2003 - Aug 2003
-,Renai Chu! Kanojo no Himitsu wa Otoko no Ko?,N/A,Light Novel (1 vols),Oct 2001 - Oct 2001
-,Renai Chu! Himitsu no Renai Shimasen ka?,N/A,Light Novel (1 vols),Oct 2001 - Oct 2001
-,Tsunagaru Koi,N/A,Manga (1 vols),Feb 2016 - Feb 2016
-,Trip Lovers dj - Black Forest,N/A,Doujinshi (3 vols),Dec 2014 - Aug 2015
-,Schism,N/A,Manga (1 vols),Dec 2006 - Feb 2013
-,Inshi Kaden,N/A,Manga (1 vols),Dec 2008 - Mar 2013
-,Joi ○kkusu,N/A,Light Novel (1 vols),Nov 2003 - Nov 2003
-,Sukumizu: Fetish☆ ni Naru mon! Maho Riko-hen,N/A,Light Novel (1 vols),Oct 2003 - Oct 2003
-,Sukumizu: Fetish☆ ni Naru mon! Hime Suzue-hen,N/A,Light Novel (1 vols),Dec 2003 - Dec 2003
-,Sukumizu: Fetish☆ ni Naru mon! Kona Hana-hen,N/A,Light Novel (1 vols),Mar 2004 - Mar 2004
-,Mukareta Kyouei Mizugi: Seitokaichou Tokiwa Sakiho no Junan,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
-,Seireihime Rin,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
-,Taimashi na Osananajimi ga Ero Sugiru,N/A,Light Novel (1 vols),Feb 2016 - Feb 2016
-,Kurorouhime II,N/A,Light Novel (1 vols),Feb 2016 - Feb 2016
-,Aokan Senshi Marine Heart,N/A,Light Novel (1 vols),Feb 2016 - Feb 2016
-,Insatsu Idol: Jokugoku no Tsudoi,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
-,Kininaru Ano Ko wa Mahou Shoujo,N/A,Light Novel (1 vols),Feb 2016 - Feb 2016
-,Seitokaichou Asaba Shizuka no Omoibito,N/A,Light Novel (1 vols),Feb 2016 - Feb 2016
-,Taida no Yuusha Rudbeckia,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
-,Mahou Shoujo Rurika,N/A,Light Novel (1 vols),Jul 2014 - Jul 2014
-,Enjuku no Utage: Shigure no Yado,N/A,Manga (1 vols),Jul 2009 - Sep 2010
-,Chichi Yell♥,N/A,Manga (1 vols),Sep 2009 - Oct 2011
-,Lydia-hime Kishidanki: Sakunyuu no Toride,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
-,Taimajutsu Satsushi Namine: Falling Maiden,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
-,Milk Junkie 2,N/A,Light Novel (1 vols),Aug 2004 - Aug 2004
-,Milk Junkie 3,N/A,Light Novel (1 vols),Oct 2005 - Oct 2005
-,Shojo Ai,N/A,Manga (1 vols),Jan 2001 - Oct 2001
-,Naka de Oshikko♡,N/A,Manga (1 vols),2008 - 2008
-,Ane Kano,N/A,Manga (1 vols),Oct 2014 - Jul 2015
-,Kyonyuu Fantasy 3,N/A,Light Novel (2 vols),Apr 2016 - Aug 2016
-,Nakadashi Kyokashou wo Tsukatte Icha Love Sex Hajimemashita!,N/A,Light Novel (1 vols),Apr 2016 - Apr 2016
-,Heroine Zetsumetsu Keikaku: Akuochi Harem de Bishoujo-tachi to Kozukuri Play!?,N/A,Light Novel (1 vols),Apr 2016 - Apr 2016
-,Houkago 2: Hakudaku no Lesson,N/A,Light Novel (1 vols),Jan 2007 - Jan 2007
-,Mesu Kyoushi 2: Injuu no Rasen,N/A,Light Novel (1 vols),Apr 2008 - Apr 2008
-,Rokudenashi no Aishikata,N/A,Manga (1 vols),Jul 2013 - Nov 2015
-,Mesu Kyoushi 3: Inetsu no Gakusha - Chisato-hen,N/A,Light Novel (1 vols),Sep 2013 - Sep 2013
-,Yaminabe,N/A,Manga (1 vols),Jan 2011 - Jan 2014
-,Taimanin Yukikaze: Taimanin Machoukyou ni Otsu,N/A,Light Novel (1 vols),Aug 2012 - Aug 2012
-,Hitozuma to Hamete Mimasen ka?,N/A,Manga (1 vols),Sep 2012 - Mar 2014
-,Toushin Toshi: Kurenai no Kioku-hen,N/A,Light Novel (1 vols),May 1999 - May 1999
-,Konna Ko ga Itara Boku wa Mou...!! Komatsu Asuka no Jounetsu,N/A,Light Novel (1 vols),Jul 2007 - Jul 2007
-,Konna Ko ga Itara Boku wa Mou...!! Mitsuse Ayana no Jounetsu,N/A,Light Novel (1 vols),Oct 2007 - Oct 2007
-,Sarasareta Chikan Sousa: Mesutei W Choukyou,N/A,Light Novel (1 vols),Jul 2011 - Jul 2011
-,Ame ga Yamu made,N/A,Manga (1 vols),Jan 2013 - May 2015
-,D.A.,N/A,Manga (1 vols),1994 - 1994
-,Happiness★Drain! Mama wa Succubus!?,N/A,Light Novel (1 vols),Feb 2000 - Feb 2000
-,Drill☆Crisis: Boku no Drill wa Tomaranai,N/A,Light Novel (1 vols),May 2000 - May 2000
-,Himawari Standard,N/A,Light Novel (2 vols),Jun 2000 - Aug 2000
-,Hatsujou Carnival,N/A,Manga (1 vols),Apr 2013 - Feb 2016
-,E.S.P! Ero Sukebe Power!,N/A,Manga (2 vols),Mar 2014 - Sep 2015
-,Chijo Act!,N/A,Manga (1 vols),Sep 2011 - Sep 2015
-,Oheya,N/A,One-shot (? vols),Mar 2016 - Mar 2016
-,Ao no Sekai to Hanasaku Karada,N/A,Manga (1 vols),Oct 2012 - Jul 2013
-,Hitozuma no Toiki,N/A,Manga (1 vols),Dec 2010 - Sep 2011
-,Watashi wa, Kairaku Izonshou,N/A,Manga (1 vols),Sep 2014 - Sep 2015
-,MajiKoi!: Maji de Iikagen Koi ga Shitai!,N/A,Manga (1 vols),May 2013 - Jan 2014
-,Oniichan Mou Gaman Dekinai kara!,N/A,Manga (1 vols),Mar 2009 - Apr 2013
-,Kyoudai Oyako,N/A,One-shot (? vols),Mar 2016 - Mar 2016
-,Nyuukan♥Madam,N/A,Manga (1 vols),Feb 2012 - Aug 2013
-,2-nen F-gumi Zenin Seikou,N/A,Manga (1 vols),Jun 2011 - Apr 2012
-,Senpai no Dorei desu,N/A,Manga (1 vols),Jun 2007 - May 2008
-,Koi no Yamanote-sen Game,N/A,Manga (1 vols),Aug 2003 - Aug 2004
-,Enjuku Onna Ryouran,N/A,Manga (1 vols),Mar 2011 - Sep 2012
-,Tou no Naka no Himegimi,N/A,Light Novel (1 vols),Feb 2002 - Feb 2002
-,Oujo Myriel: Biki to Majuu,N/A,Light Novel (1 vols),Feb 2002 - Feb 2002
-,Hengen Seijo: Sister Guardian,N/A,Light Novel (2 vols),Jul 2002 - Apr 2004
-,Sei Oujo Feriana,N/A,Light Novel (1 vols),Mar 2005 - Mar 2005
-,Atelier no Ema,N/A,Manga (1 vols),Mar 2011 - Jan 2012
-,Gucchun Hikkoshi-tai♡,N/A,Manga (1 vols),Sep 2009 - May 2010
-,Sekuhara Man,N/A,Manga (4 vols),Mar 2004 - Oct 2007
-,Momoiro♥Nyuu Town,N/A,Manga (1 vols),Nov 1999 - Jun 2000
-,Sakuradoori no Megami,N/A,Manga (3 vols),Apr 2004 - Aug 2006
-,Shaker,N/A,Manga (1 vols),Apr 2010 - Apr 2011
-,JK/JC,N/A,Manga (1 vols),Sep 2008 - Jul 2010
-,Family Fetish!,N/A,Manga (1 vols),Oct 2007 - May 2009
-,Bishoujo Maou Kouho to Nakadashi Seikatsu Hajimemashita.,N/A,Light Novel (1 vols),May 2016 - May 2016
-,Triple Dorei to no Amai Seikatsu,N/A,Light Novel (1 vols),May 2016 - May 2016
-,Isekai de Idol Harem Hajimemasho! Oujo, Onna Senshi, Sister, Elf, Fairy,N/A,Light Novel (1 vols),May 2016 - May 2016
-,Shoukan Saretara Tenkaichi Budoukai Harem! Himekishi, Kakutou Shoujo, Ojousama Kenshi, Ryuu Miko,N/A,Light Novel (1 vols),May 2016 - May 2016
-,Boku wa Kanojo-tachi no Midara na Omocha,N/A,Manga (1 vols),Dec 2014 - Aug 2015
-,Kamimachi Shoujo to Tome Otoko: Iede Musume ni Tanezuke Chuu,N/A,Light Novel (1 vols),May 2016 - May 2016
-,Saimin Class Wonderful: Joshi Zenin, Shiranai Uchi ni Mata Ninshin Shitemashita,N/A,Light Novel (1 vols),May 2016 - May 2016
-,Harem Bandit,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
-,Onna Tantei Mayumi no Yuuwaku Jikenbo,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
-,Love Deli,N/A,Manga (1 vols),Oct 2013 - Jan 2016
-,Chijo no Su: Boku no Nikubou wo Ubaiau Onna-tachi,N/A,Manga (1 vols),Sep 2012 - Jul 2015
-,Ko-Mon!,N/A,Manga (1 vols),Sep 2010 - Sep 2011
-,Midara na Ana,N/A,Manga (1 vols),Jan 2011 - Jan 2013
-,Oretachi no Paizuriina: Issaitafu no Susume,N/A,Manga (1 vols),Jan 2013 - Sep 2013
-,Maou wa Yuusha ni Kouryaku saremashita.,N/A,Light Novel (1 vols),Apr 2016 - Apr 2016
-,Isekai Class Teni de Musou Harem!?,N/A,Light Novel (1 vols),May 2016 - May 2016
-,Makikomare Class Teni: Nazeka Joshi Class no Teni ni Makikomareta node Harem Tsukurimasu!,N/A,Light Novel (2 vols),Jun 2016 - Oct 2016
-,Hiten no Asuka: Isekai no Shoujo ni Saikyou Hougu Ataeta Kekka,N/A,Light Novel (? vols),Apr 2016 -
-,Choushin de Mukuchi no Kanojo ga Hatsujou shitekitara Eroi yo ne?,N/A,Manga (1 vols),May 2014 - Feb 2015
-,Okashi na Silky You,N/A,Doujinshi (1 vols),May 2008 - May 2008
-,Nikuman♡Anman,N/A,Manga (1 vols),Sep 2007 - Jan 2010
-,Kyonyuu Hitozuma Shimai wa Nakadashi Niku Benki,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
-,Zuma Chichi,N/A,Manga (1 vols),Sep 2009 - Aug 2014
-,Neko Miko!,N/A,Manga (1 vols),Apr 2011 - Oct 2011
-,Boku no Mae dake Chijo na Kanojo,N/A,Manga (1 vols),Sep 2013 - Jan 2015
-,Ai to Eki to ni Mamireta Karada,N/A,Manga (1 vols),Jul 2011 - May 2013
-,Marutto Kansatsu♡Inkou Kyoushitsu,N/A,Manga (1 vols),Dec 2012 - Sep 2013
-,Doggy♥Maggy♥,N/A,Manga (1 vols),Feb 2014 - Feb 2016
-,Hentai Chuuihou!!,N/A,Manga (1 vols),Jan 2014 - Aug 2015
-,Zenshin Netori Kairaku,N/A,Manga (1 vols),Apr 2014 - Aug 2015
-,Gyakuten Isekai no Kyuuseishu: Isekai Trip shita Saki de Bijo ni Kansha sare, Icha Love Seikatsu Okuttemasu,N/A,Light Novel (? vols),Jun 2016 -
-,Seikou: Maeana Kanzen Houchi,N/A,Manga (1 vols),May 2012 - Jun 2013
-,Chigiri no Ie,N/A,Manga (1 vols),Feb 2013 - Jul 2015
-,Shojo de Bitch,N/A,Manga (1 vols),Aug 2014 - Apr 2015
-,Tsuya-iro Onna Kyoushi,N/A,Manga (1 vols),Dec 2005 - Sep 2008
-,Ankoku Romance,N/A,Manga (1 vols),Feb 2009 - Feb 2009
-,Watashi no Oshikko Fubunritsu: Shousui Awaremi no Rei Hakusho,N/A,Manga (1 vols),Apr 2015 - Jan 2016
-,Country Girl,N/A,One-shot (? vols),Mar 2016 - Mar 2016
-,Kuro-gal Kanojo (Kari) Hame Night♥,N/A,One-shot (? vols),Mar 2016 - Mar 2016
-,Otona no Manegoto.,N/A,Manga (1 vols),Jun 2014 - Jan 2016
-,Binkan♥Yurufuwa Musume,N/A,Manga (1 vols),Sep 2014 - Jan 2016
-,Bi no Kyoujin: X Side,N/A,Manga (1 vols),Jun 2013 - Jun 2016
-,Chijo to Yobanaide,N/A,Manga (1 vols),Aug 2008 - Jul 2012
-,Ecstasy Holic,N/A,Manga (1 vols),Nov 2013 - Nov 2015
-,Demonion: Ochita Boukensha-tachi,N/A,Light Novel (1 vols),Aug 2012 - Aug 2012
-,Ubai: Hito no Onna, Urimasu,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
-,Kangoku Shoujo: Slave Girl Breeding,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
-,Koibito Miman,N/A,One-shot (? vols),Apr 2015 - Apr 2015
-,Gasshuku Violaation!,N/A,One-shot (? vols),Jul 2015 - Jul 2015
-,xx Iin no Oshigoto♥,N/A,One-shot (? vols),Oct 2015 - Oct 2015
-,Step Up?,N/A,One-shot (? vols),Mar 2016 - Mar 2016
-,Sokuochi♡Acme,N/A,Manga (1 vols),Mar 2013 - Sep 2015
-,Knee High Sex,N/A,Manga (1 vols),Apr 2015 - Apr 2016
-,Vampire Madonna: Beast City - Inma Daitoshi,N/A,Light Novel (1 vols),Dec 1996 - Dec 1996
-,Treasure Hunter Sara: Kindan no Maingyoku,N/A,Light Novel (1 vols),Jan 1998 - Jan 1998
-,Fortune Arterial: Kanade-hen,N/A,Light Novel (1 vols),Feb 2009 - Feb 2009
-,Fortune Arterial: Kanketsu-hen,N/A,Light Novel (1 vols),Jun 2009 - Jun 2009
-,Fortune Arterial: Haruna-hen,N/A,Light Novel (1 vols),Mar 2009 - Mar 2009
-,Fortune Arterial: Shiro-hen,N/A,Light Novel (1 vols),Aug 2008 - Aug 2008
-,Fortune Arterial: Kiriha-hen,N/A,Light Novel (1 vols),Oct 2008 - Oct 2008
-,Fortune Arterial: Erika-hen,N/A,Light Novel (1 vols),Jun 2008 - Jun 2008
-,Maken no Ma Maid to Ma no Shukufuku,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
-,Imouto Ecchi Igai Zettai Kinshi! Iinchou, Imouto no Shinyuu, Chuunibyou Shoujo to......,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
-,Kozukuri Valkyrie! Ikusa Otome wo Haramasechae,N/A,Light Novel (1 vols),Jul 2016 - Jul 2016
-,Yabunuma: Shinshoku sareyuku Tsuma no Mitsuhada,N/A,Light Novel (1 vols),Jul 2016 - Jul 2016
-,Oniichan wa Mangaka-san!,N/A,Manga (1 vols),Jun 2012 - Jun 2015
-,Fake♂,N/A,Manga (1 vols),Jun 2013 - Dec 2014
-,Muriyari Hametai,N/A,Manga (1 vols),Aug 2013 - Jan 2016
-,Shoujo Keiji Alice,N/A,Manga (1 vols),Jul 2015 - Feb 2016
-,Tonari no Oneesan,N/A,Light Novel (1 vols),Feb 2006 - Feb 2006
-,W Elf wa Gohoushi Maid!!,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
-,Kuro no Kyoushitsu,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
-,Osananajimi ga Chichioya to Dekiteita Ken ni Tsuite: Oyaji kara no Shuuchi Netori Choukyou,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
-,Saikyou no Bakunyuu Kendo wo Niku Onaho Haramaseshinagara Musou suru Taima Seikatsu,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
-,Shishiou no Gekiai Osanazuma,N/A,Light Novel (1 vols),May 2016 - May 2016
-,Haitoku no Chigiri,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
-,Anti-Flowers,N/A,Manga (1 vols),Jan 2013 - Jan 2013
-,Seikai no Miko Yuunagi Tokino,N/A,Light Novel (1 vols),May 2016 - May 2016
-,Onimiko-sama,N/A,Light Novel (1 vols),May 2016 - May 2016
-,Aine: Hagareyuku Dansou no Kamen,N/A,Light Novel (1 vols),May 2016 - May 2016
-,Succubus Assassin,N/A,Light Novel (1 vols),May 2016 - May 2016
-,Fuyu no Banya / Nagamochi no Naka,N/A,Manga (1 vols),Jul 2010 - Oct 2011
-,Wappa Jigoku, Oyako Jigoku,N/A,Manga (1 vols),Nov 2007 - Jun 2009
-,Ikai no Shugoshin: Maouki Day Oath,N/A,Light Novel (1 vols),Sep 1996 - Sep 1996
-,Onna Ninja Himitsu Inhoujou: Sagiri-hime Yukihada Shichihenge,N/A,Light Novel (1 vols),May 1997 - May 1997
-,Band Shiyou yo: Osananajimi Vocalist,N/A,Light Novel (1 vols),Jun 2006 - Jun 2006
-,Loli Tissue,N/A,Manga (1 vols),Jan 2015 - Dec 2015
-,Seiai Reizoku Ecstasy,N/A,Manga (1 vols),2013 - 2013
-,Seikaku Warui Uke ga Guzuguzu ni Nakasareru Hon.,N/A,Manga (1 vols),Jan 2016 - Jan 2016
-,Boku dake no Sensei Shimai,N/A,Light Novel (1 vols),May 2007 - May 2007
-,Criminal Sex,N/A,Manga (1 vols),Jul 2008 - Feb 2011
-,Muddy World,N/A,Manga (1 vols),Apr 2004 - Apr 2004
-,Anenin: Oneechan wa Kunoichi Nanda zo!,N/A,Light Novel (1 vols),Feb 2008 - Feb 2008
-,Aimitsu Caraméliser,N/A,Manga (1 vols),Dec 2013 - Dec 2015
-,Morning View,N/A,Manga (1 vols),May 2011 - Dec 2013
-,Choioma!,N/A,Manga (1 vols),Nov 2010 - Nov 2010
-,Himemiya Sanshimai ga Kangoshite Ageru,N/A,Light Novel (1 vols),Nov 2008 - Nov 2008
-,Minarai Taimashi Irene: Ingoku no Youkan,N/A,Light Novel (1 vols),May 2016 - May 2016
-,Himeyakko Inraku: Midara naru Bansan,N/A,Light Novel (2 vols),May 2016 - Jun 2016
-,Butou Tenshi Prima Yui,N/A,Light Novel (1 vols),May 2016 - May 2016
-,Kurenai no Hakai Tenshi Scarlet Gaiden: Nikuetsu no Gokuhi Chiryou,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
-,Boku no Maid wa Doukyuusei: Manatsu no Umi to Naisho no Yoru,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
-,Gakuen Kisou Misty Dragoon,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
-,Kunoichi Ayame no Fukaku,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
