Rank,Title,Score,Chapters/Volumes,Published
30071,Furukoto Fuhito,N/A,Manga (? vols),Sep 2019 -
30072,Ayakashi Hodokiya,N/A,Manga (2 vols),Dec 2015 - Dec 2017
30073,Kamisama no Goyounin,N/A,Manga (? vols),Oct 2015 -
30074,Kamisama Gohan: Koryouri Takamagahara ni Youkoso,N/A,Manga (2 vols),Aug 2016 - Jul 2017
30075,Zashiki Musume to Ryourinin,N/A,Manga (4 vols),Nov 2017 - Dec 2019
30076,Black Guard,N/A,Manga (5 vols),Sep 2019 - Oct 2021
30077,Otome Tsubaki wa Warawanai,N/A,Manga (? vols),Oct 2018 -
30078,Fate/Grand Order: Medb Medb Medb! - Aono Shimo Sakuhinshuu,N/A,Manga (1 vols),May 2016 - Dec 2018
30079,Kamaseinu na Chuunen Boukensha wa Kyou mo Ganbatte Ikitemasu.,N/A,Light Novel (1 vols),May 2019 - May 2019
30080,Danzi,N/A,Manhwa (2 vols),Jul 2015 - Apr 2017
30081,Muhoutou,N/A,Manga (? vols),Feb 2019 -
30082,Toujima Tanzaburou wa Kamen Rider ni Naritai,N/A,Manga (? vols),May 2019 -
30083,Bae Mote,N/A,One-shot (? vols),Aug 2019 - Aug 2019
30084,Isekai de Dorei ni Narimashita ga Goshujinsama wa Watashi ni Yokujou Shimasen,N/A,Manga (? vols),Apr 2018 -
30085,Elixir no Izumi no Mizu wo Nonde Sodatta Murabito,N/A,Light Novel (2 vols),May 2018 - Jan 2019
30086,AI no Idenshi: Red Queen,N/A,Manga (5 vols),Oct 2017 - Jun 2019
30087,Eila to Totsukuni no Ou,N/A,Manga (? vols),Jun 2019 -
30088,Double Strawberry Bitter Cakes,N/A,One-shot (? vols),Sep 2019 - Sep 2019
30089,1-nichi 2-kai,N/A,Manga (? vols),Apr 2019 -
30090,Saikyou Party no Zatsuyougakari: After Heroic Tale,N/A,Manga (2 vols),Sep 2019 - Jul 2021
30091,Oidasareta Bannou Shoku ni Atarashii Jinsei ga Hajimarimashita,N/A,Manga (? vols),May 2019 -
30092,Azami no Shiro no Majo,N/A,Manga (4 vols),Feb 2019 - Dec 2020
30093,Tori Junkies,N/A,Manga (? vols),Sep 2019 -
30094,Tarzan no Himitsu Kichi,N/A,Manga (1 vols),Oct 1948 - Oct 1948
30095,Oshikake Maid no Shirayuki-san,N/A,Manga (? vols),May 2018 - Jul 2019
30096,Kiseki no Mori no Monogatari,N/A,Manga (1 vols),Jun 1949 - Jun 1949
30097,JK Kunoichi wa Subete wo Sasagetai,N/A,Manga (? vols),Aug 2019 -
30098,Signal 100 Zero,N/A,Manga (? vols),Sep 2019 -
30099,Sakura no Mori no Oni Kurashi,N/A,Manga (? vols),Aug 2019 -
30100,Ayakashi-san to Tagaime no Hanayome,N/A,Manga (? vols),Aug 2019 -
30101,Yukino Plan,N/A,Manga (? vols),Aug 2019 - Aug 2019
30102,Lodoss-tou Senki: Seiyaku no Houkan,N/A,Light Novel (1 vols),Aug 2019 - Aug 2019
30103,Tensei shitara Party ga Otokonoko darake Datta kedo Danjite Ore wa Shotacon ja Nai!,N/A,Manga (? vols),Feb 2019 -
30104,Kurokami Miko Maria Witch,N/A,Manga (1 vols),Jan 2016 - Aug 2017
30105,Sekirara Hime to Minus Ouji,N/A,Manga (? vols),Aug 2017 -
30106,Tamatebako,N/A,Manga (1 vols),Sep 2019 - Dec 2019
30107,Mizuiro no Heya,N/A,Manga (2 vols),Jul 2014 - Mar 2015
30108,Mister's: Watashi no Machi no Ojisan-tachi,N/A,Manga (3 vols),Sep 2019 - Oct 2020
30109,Kimi no Te ga Tsumugu,N/A,Manga (? vols),Aug 2019 -
30110,Hoshifuru Oukoku no Nina,N/A,Manga (? vols),Oct 2019 -
30111,Konya Kanojo ga Yattekuru,N/A,One-shot (? vols),Jun 2016 - Jun 2016
30112,Apocalypse Witch: Houshoku Jidai no "Saikyou"-tachi e,N/A,Light Novel (? vols),Sep 2019 -
30113,100 Days in Europe,N/A,Manhwa (5 vols),Jun 2013 - Jul 2014
30114,Jouhai Shougun, Mata Yabureru,N/A,Manga (? vols),Oct 2018 -
30115,Jingi no Moribito,N/A,Manga (2 vols),Jul 2019 - Apr 2020
30116,Ososugita Isekai Tensei: Jinrui wo Horoboshita Maou desu kedo Yokattara Uchi de Hatarakimasen ka?,N/A,Light Novel (? vols),Jun 2018 -
30117,Jiki Kokuou no Kimete wa Hanshokuryoku dasou desu,N/A,Light Novel (1 vols),Oct 2019 - Oct 2019
30118,Otona no Hattatsu Shougai Kamoshirenai!?,N/A,Manga (1 vols),Sep 2017 - Sep 2017
30119,Neko Borabu no Milk-san,N/A,Manga (1 vols),Oct 2018 - Apr 2019
30120,Shin Nijitte Monogatari: Tsurujirou,N/A,Manga (1 vols),Oct 2011 - Aug 2012
30121,Shin Nijitte Monogatari,N/A,Manga (? vols),Mar 2004 - Dec 2005
30122,A3! Summer,N/A,Manga (2 vols),Jul 2018 - Jun 2019
30123,A3! Autumn,N/A,Manga (2 vols),Oct 2019 - Apr 2020
30124,Kimi no Sekai ni Iteitai,N/A,Manga (? vols),Dec 2018 - Mar 2019
30125,Sion no Niwa,N/A,Manga (1 vols),Apr 2019 - Apr 2019
30126,Konkai no Jinsei wa Maid Rashii,N/A,Manga (1 vols),Oct 2018 - Apr 2019
30127,Boku datte, Kiss shitai.,N/A,Manga (4 vols),May 2018 - Jun 2019
30128,Hero: 4-punkan no Marigold Before,N/A,Manga (1 vols),Oct 2019 - Nov 2019
30129,Ai wo Misero,N/A,Manga (1 vols),Dec 2017 - Jul 2018
30130,Rakuen no Bijo to Yajuu,N/A,Manga (5 vols),Oct 2019 - Nov 2021
30131,Kokugensou wo Item Cheat de Ikinuku the Comic,N/A,Manga (? vols),Sep 2019 -
30132,Uchuu toka to Kurabetara Chippoke na Mondai desu ga,N/A,Manga (? vols),Nov 2018 -
30133,Shiawase wo Anata ni,N/A,Manga (1 vols),Jul 2019 - Jul 2019
30134,Diana,N/A,Manga (1 vols),Feb 2013 - Feb 2014
30135,Mingo: Italia-jin ga Minna Moteru to Omouna yo,N/A,Manga (4 vols),Oct 2019 - Aug 2020
30136,Hagane Shougun no Giniro Hanayome,N/A,Manga (1 vols),Jun 2016 - Sep 2016
30137,Isekai ni Kita Boku wa Kiyoubinbou de Subayasa Dayori na Tabi wo Suru,N/A,Light Novel (? vols),Jun 2018 -
30138,Tsukishima-kun no Koroshikata,N/A,Manga (? vols),Dec 2019 -
30139,One Piece Gakuen,N/A,Manga (? vols),Aug 2019 -
30140,Olympus no Yuubin Post,N/A,Light Novel (2 vols),Mar 2017 - Jul 2017
30141,Kirakira☆Precure A La Mode,N/A,Manga (2 vols),Feb 2017 - Dec 2017
30142,Kirara Fantasia,N/A,Manga (? vols),Oct 2019 -
30143,Buzz Koi Recipe Seikatsu,N/A,Manga (? vols),Aug 2019 -
30144,Shinigami ni Sodaterareta Shoujo wa Shikkoku no Ken wo Mune ni Idaku,N/A,Light Novel (? vols),Jul 2018 -
30145,Risou no Koi no, Sono Ato ni.: Aa-tan Sakuhinshuu,N/A,Manga (1 vols),Mar 2017 - Mar 2017
30146,Harumachizakura no Mau Koro ni,N/A,One-shot (? vols),Mar 2015 - Mar 2015
30147,Ryuudou no Shigu,N/A,Manga (2 vols),May 1995 - Aug 1995
30148,Yuukan Miwa-san,N/A,Manga (? vols),Feb 2003 -
30149,2LJK,N/A,Manga (2 vols),Feb 2019 - Nov 2019
30150,Ouji-sama no Seitai,N/A,Manga (1 vols),Dec 2012 - Jul 2017
30151,Kenka Ramen,N/A,Manga (17 vols),Jun 1995 - Jul 1998
30152,Hako no Naka no Naka,N/A,One-shot (? vols),Jul 2017 - Jul 2017
30153,Kouen de Koukousei-tachi ga Asobu dake,N/A,Light Novel (1 vols),Aug 2018 - Aug 2018
30154,Nth Romance,N/A,Manhwa (6 vols),May 2018 - Nov 2019
30155,Ninja Batman,N/A,Manga (2 vols),Jun 2018 - Aug 2019
30156,Hoshi ni Negai wo Futatabi,N/A,One-shot (? vols),Jun 2017 - Jun 2017
30157,Chinami no Fuukei,N/A,Manga (1 vols),Feb 2003 - Mar 2007
30158,Scars,N/A,Manga (3 vols),Oct 2019 - Nov 2020
30159,Kagitsuki no Alter: Outside,N/A,Doujinshi (? vols),Nov 2018 -
30160,Final Fantasy XIV: Kimi no Kizu to Bokura no Kizuna - On (The Novel) Line,N/A,Light Novel (1 vols),Jun 2017 - Jun 2017
30161,Champignon no Majo,N/A,Manga (? vols),Oct 2019 -
30162,Delivery,N/A,Manga (9 vols),Aug 2013 - May 2019
30163,Hakurai no Kishi,N/A,Manga (? vols),Oct 2019 -
30164,Gijin,N/A,Manga (? vols),Oct 2019 -
30165,Shuumatsu Nani Shitemasu ka? Iden: Lillia Asplay,N/A,Light Novel (? vols),Jun 2019 -
30166,Kamineko Mii-chan to Neko Youhin Shoukanshi no Isekai Funtouki,N/A,Manga (? vols),Oct 2019 -
30167,The Greatest Wolf of My Life,N/A,Manhwa (? vols),Dec 2017 - Jun 2019
30168,Edomae no Shun,N/A,Manga (? vols),Mar 1999 -
30169,Spice!,N/A,Manga (? vols),Feb 2019 - Aug 2019
30170,Happy Nest,N/A,Doujinshi (1 vols),Feb 2018 - Feb 2018
30171,Enogu no Nioi ga Shita,N/A,One-shot (? vols),Jun 2018 - Jun 2018
30172,Kamiyuishi wa Ryuu no Tsugai ni Narimashita (Yappari Machigai Datta you desu),N/A,Light Novel (1 vols),Jun 2019 - Jun 2019
30173,Hoshi no Ko!,N/A,Manga (3 vols),Feb 2010 - Jun 2011
30174,Kavukism,N/A,One-shot (? vols),Jul 2012 - Jul 2012
30175,Tokyo Grind Horror Channel,N/A,One-shot (? vols),Oct 2019 - Oct 2019
30176,Draconir,N/A,One-shot (? vols),Dec 2017 - Dec 2017
30177,Fantasies,N/A,One-shot (? vols),Feb 2019 - Feb 2019
30178,Gold Kid: Kindou to Yobareta Shougakusei,N/A,One-shot (? vols),Feb 2019 - Feb 2019
30179,Gunjou no Batoro,N/A,One-shot (? vols),Aug 2019 - Aug 2019
30180,Deshi ga Kawaisugite Tsurai,N/A,Manga (? vols),Aug 2020 -
30181,Daifugou no Akunaki Ai,N/A,Manga (3 vols),Mar 2015 - May 2015
30182,Femme Fatale no Musuko-tachi,N/A,Manga (3 vols),Mar 2015 - Sep 2015
30183,Sodaterareta Hanayome,N/A,Manga (1 vols),Oct 2017 - Oct 2017
30184,Mahouka Koukou no Rettousei: Shiba Tatsuya Ansatsu Keikaku,N/A,Light Novel (? vols),Oct 2018 -
30185,Someya Mako no Jansou Meshi,N/A,Manga (? vols),Jun 2019 -
30186,Kyuuketsuki no Aria,N/A,Manga (2 vols),Sep 2018 - Mar 2019
30187,Koisuru Ojousama wa Papa to Yobitakunai,N/A,Manga (2 vols),Mar 2018 - Jun 2019
30188,Mushikago Kitan,N/A,Manga (3 vols),Mar 2018 - Feb 2019
30189,"Shuufuku" Skill ga Bannou Cheat-ka shita node, Bukiya demo Hirakouka to Omoimasu,N/A,Light Novel (? vols),May 2019 -
30190,Scoop Musou: "Scoop Hadouhou!" ( `・ω・´)♂〓〓〓〓★(゜Д ゜ ;;;).:∴ Dogooo,N/A,Light Novel (? vols),Jan 2019 -
30191,Setsuna Flick,N/A,Manga (1 vols),Jul 2017 - Nov 2017
30192,Hachuurui-chan wa Natsukanai,N/A,Manga (? vols),Jun 2019 -
30193,Sweet Room?,N/A,Manga (6 vols),Nov 2006 - Feb 2013
30194,Truth or Dare,N/A,Manhwa (? vols),Jan 2019 - Feb 2020
30195,Meitantei Madam Holmes,N/A,Manga (3 vols),Apr 2005 - Dec 2006
30196,20-sai OL: Hitori de Dekirumon,N/A,Manga (1 vols),Jul 2013 - Mar 2014
30197,Actress Act,N/A,Manga (2 vols),May 2013 - Dec 2013
30198,Super Cub,N/A,Light Novel (? vols),Apr 2017 -
30199,Ochibure Queen to Gekokujou Prince,N/A,Manga (1 vols),Jan 2019 - Mar 2019
30200,Hachidai Shuzoku no Saijaku Kettousha,N/A,Light Novel (? vols),Jul 2019 -
30201,Boku no Tsar,N/A,Manga (2 vols),Jun 2019 - Jun 2020
30202,Yoru wo Higashi ni,N/A,One-shot (? vols),Aug 2017 - Aug 2017
30203,Mandra-san to Hitoka-tachi,N/A,Manga (2 vols),Apr 2017 - Mar 2019
30204,Aijima-san wa Sameteiru!?,N/A,One-shot (? vols),Nov 2019 - Nov 2019
30205,Obentouuri wa Seijo-sama!: Isekai Musume no Attaka Recipe,N/A,Manga (? vols),Oct 2019 -
30206,Blooming Sequence,N/A,Manhwa (? vols),Aug 2017 - Jan 2019
30207,Karate Baka Isekai,N/A,Light Novel (? vols),Feb 2019 -
30208,Pocket Monsters: Satoshi to Gou no Monogatari!,N/A,Manga (? vols),Nov 2019 -
30209,Kuroki Yodomi no Hedoro-san,N/A,Manga (2 vols),Mar 2017 - Aug 2018
30210,Itazura Privacy,N/A,Manga (1 vols),Nov 2018 - Mar 2020
30211,Kawaisugi Crisis,N/A,Manga (? vols),Oct 2019 -
30212,Tadano Kougyou Koukou no Nichijou,N/A,Manga (? vols),Jul 2019 -
30213,Shapeshifter,N/A,Manga (3 vols),Jul 2019 - Mar 2020
30214,Shin Sakura Taisen the Comic,N/A,Manga (3 vols),Sep 2019 - Jun 2020
30215,Binbin Fukufuku Nazuna-sama!,N/A,Manga (6 vols),Sep 2019 - Apr 2021
30216,White Lilies in Love: Bride's - Shinkon Yuri Anthology,N/A,Manga (1 vols),Feb 2019 - Feb 2019
30217,Koguma no Cakeya-san,N/A,Manga (? vols),Mar 2018 -
30218,Teogonia,N/A,Light Novel (? vols),Mar 2018 -
30219,Magical 12th Graders,N/A,Manhwa (? vols),Nov 2013 - Nov 2016
30220,Yaseppochi to Futoccho,N/A,Manga (3 vols),Aug 2019 - Sep 2020
30221,Kaguya-hime no Kakushigoto,N/A,Manga (2 vols),Jan 2019 - Jun 2019
30222,Gekkousha Boorei Kitan,N/A,Manga (3 vols),Aug 2018 - Sep 2019
30223,Assassin Rose,N/A,Manga (2 vols),May 2018 - Feb 2019
30224,Shinigami no Lament,N/A,One-shot (? vols),Jan 2017 - Jan 2017
30225,Te wo Tsunaide Sanpo shite,N/A,One-shot (? vols),Jul 2019 - Jul 2019
30226,Glass-goshi no Kimi e,N/A,Manga (1 vols),Oct 2016 - Oct 2016
30227,Gozen 0-ji Himitsu no Kiss: Office de Hajimeru Mitsuiro Zangyou,N/A,Manga (1 vols),Jun 2012 - Jun 2018
30228,Youkai Gurentai,N/A,Manga (? vols),Oct 2019 -
30229,Dallae,N/A,Manhwa (? vols),Apr 2017 - Jun 2018
30230,Hakaiou: GaoGaiGar tai Betterman the Comic,N/A,Manga (? vols),Sep 2018 -
30231,Lemon Angel,N/A,Manga (10 vols),1988 - 1990
30232,Tori no You ni Toberu Made,N/A,Manga (1 vols),Jun 2009 - Jun 2010
30233,Ikenai Otona.,N/A,Manga (1 vols),May 2019 - Oct 2019
30234,Saigentsukai wa Kaeritai,N/A,Light Novel (? vols),Feb 2018 -
30235,The King of Fantasy: Yagami Iori no Isekai Musou - Tsuki wo Miru Tabi Omoidase!,N/A,Manga (? vols),Nov 2019 -
30236,Mahiru no Polvorón,N/A,Manga (3 vols),Feb 2017 - Apr 2018
30237,Tayutau Shushi,N/A,Manga (1 vols),Oct 2015 - Jun 2016
30238,Kiesarishi Mono,N/A,Manga (1 vols),Apr 1984 - Aug 1985
30239,Sasameyuki,N/A,Manga (1 vols),Oct 2011 - Oct 2011
30240,Gyakuhaa Mousou Confusion: King to Watashi,N/A,Manga (? vols),Jun 2018 -
30241,Yomehana: Yome dewa Naku Hana desu,N/A,Manga (1 vols),Apr 2017 - Dec 2017
30242,Toshishita na Kare wa Risei wo Sutetai,N/A,Manga (1 vols),Mar 2017 - May 2018
30243,Inukare, Kaihajimemashita.,N/A,Manga (1 vols),Apr 2015 - May 2016
30244,Hitokui-sama no Chocolate Cake,N/A,One-shot (? vols),Mar 2017 - Mar 2017
30245,Edo no Tamamono,N/A,Manga (1 vols),Sep 2013 - Apr 2016
30246,Dorakon!,N/A,Manga (4 vols),Jun 2019 - Mar 2020
30247,Idol no Ane ga Shinimashita,N/A,Manga (2 vols),Jul 2018 - May 2019
30248,Terror Kyouju no Ayashii Jugyou,N/A,Manga (? vols),Oct 2018 -
30249,Maison de Maid,N/A,Manhwa (? vols),Mar 2016 - Aug 2017
30250,Egao no Taenai Shokuba desu.,N/A,Manga (? vols),May 2019 -
30251,Oshiete! Sabbath-san,N/A,Manga (1 vols),Nov 2018 - Jun 2019
30252,Mangaka-san no Oishii Sashiire,N/A,Manga (1 vols),Oct 2015 - Nov 2018
30253,Rune Factory 4,N/A,Manga (1 vols),Feb 2012 - Jun 2012
30254,Maou no Negai ga Kanau Toki,N/A,One-shot (? vols),Nov 2019 - Nov 2019
30255,Himitsu no Kajitsu,N/A,Manga (? vols),Nov 2019 -
30256,Monstaboo,N/A,Manga (4 vols),Jun 2019 - May 2021
30257,Koujo Denka no Kateikyoushi,N/A,Light Novel (? vols),Dec 2018 -
30258,Hatsukoi*Rail Trip,N/A,Manga (3 vols),Jun 2018 - Oct 2021
30259,Caster & Mild,N/A,Manga (1 vols),Aug 2016 - Jun 2017
30260,Dorei Yuugi Guren,N/A,Manga (8 vols),Dec 2019 - Dec 2021
30261,Fukujuu Toshi,N/A,Manga (4 vols),Apr 2018 - Jun 2019
30262,Himehiro,N/A,Manga (1 vols),Jul 2016 - Jul 2016
30263,Trip shita Saki ga Clear Zumi Otome Game datta kara Oshi to wa Zettai Tsukiaeru,N/A,Manga (1 vols),Oct 2018 - Jun 2019
30264,Otto no Jijou Tsuma no Himitsu,N/A,Manga (2 vols),Oct 2016 - Sep 2017
30265,(Hawawa!) Ikemen-san ni Kyuuai sarechaimashita!,N/A,Manga (1 vols),Mar 2015 - Sep 2018
30266,Doridosim,N/A,Manhwa (? vols),Oct 2016 - Mar 2018
30267,Kakusanteki Emotion,N/A,Manga (1 vols),Oct 2019 - Oct 2019
30268,Battleground Workers,N/A,Manga (8 vols),Apr 2019 - Sep 2021
30269,Omae Mitai na Heroine ga Ite Tamaru ka!,N/A,Manga (2 vols),Jul 2019 - Jun 2021
30270,Game-bu,N/A,Doujinshi (12 vols),Nov 2012 - Feb 2017
30271,Kimi ni Hatsukoi Propose,N/A,Manga (1 vols),Aug 2017 - Aug 2019
30272,Kimi ni Soba ni Ite Hoshii,N/A,Manga (? vols),Jul 2018 -
30273,Fantastic World,N/A,Manga (? vols),Aug 2014 -
30274,Zokugun Hijikata Toshizou,N/A,Manga (? vols),Dec 2019 -
30275,Kiraware Maou ga Botsuraku Reijou to Koi ni Ochite Nani ga Warui!,N/A,Manga (? vols),Nov 2019 - Jan 2020
30276,One Night Friend,N/A,Manga (1 vols),Jan 2018 - Mar 2019
30277,Akito wa Card wo Hiku you desu,N/A,Manga (3 vols),Nov 2019 - Mar 2021
30278,Shousetsu Mahoutsukai no Yome,N/A,Light Novel (2 vols),Sep 2017 - Oct 2017
30279,Haru ga Konai,N/A,One-shot (? vols),Nov 2015 - Nov 2015
30280,Kaidan-bu no Kyouka-san,N/A,Manga (? vols),Aug 2019 -
30281,Gedou Majutsushi no Hyouitan: Saikyou Kenshi wo Nottottara, Jibun no Karada wo Sagasu Koto ni Natta,N/A,Manga (? vols),Aug 2019 -
30282,Mahoutsukai no Yome Shihen.75: Inazuma Jack to Yousei Jiken,N/A,Manga (? vols),Apr 2019 -
30283,Isekai Essay Saku: Bucket,N/A,One-shot (? vols),Nov 2019 - Nov 2019
30284,Madorigoto,N/A,Manga (1 vols),Jan 2018 - Aug 2018
30285,SSSS.Gridman: Hime to Samurai,N/A,Manga (3 vols),Oct 2019 - Feb 2022
30286,SSSS.Gridman: Shinseki Chuugakusei Nikki,N/A,Manga (2 vols),Oct 2019 - Oct 2020
30287,Osaka Battle Royale,N/A,Manga (3 vols),Jun 2019 - Mar 2022
30288,Mesu Papa,N/A,Manga (1 vols),May 2015 - Oct 2016
30289,Bara no Oniwa no Kemono-tachi,N/A,Manga (1 vols),Nov 2013 - Aug 2014
30290,The iDOLM@STER: Shiny Colors,N/A,Manga (? vols),Jul 2019 -
30291,Komatta Jiisan,N/A,Manga (? vols),Nov 2019 -
30292,A Boy. A Girl.,N/A,Manga (1 vols),Apr 2015 - Jan 2019
30293,Yoichi,N/A,Manga (1 vols),Jun 2018 - Sep 2018
30294,Sekai de Ichiban Kirei na Hatsukoi,N/A,Manga (2 vols),Dec 2018 - May 2019
30295,Shingou-san wa Soko ni Ari,N/A,Manga (3 vols),Oct 2019 - Mar 2021
30296,Shinyaku Isekai ni Tensei shitara Zenra ni Sareta,N/A,Light Novel (? vols),Aug 2019 -
30297,Bakumeshi!,N/A,Manga (6 vols),Apr 2009 - May 2010
30298,Gurung Baera,N/A,One-shot (? vols),Feb 2020 - Feb 2020
30299,Houtai Shoujo Kikan,N/A,Manga (1 vols),Sep 2017 - Jul 2019
30300,Hyouhen Osananajimi ☆ Kedamono ni Hajimete Ubawarechau!?,N/A,Manga (? vols),Jul 2016 -
30301,Miss Poppyseed no Märchen Yokochou,N/A,Manga (2 vols),Apr 2006 - Jul 2008
30302,Yuusha-sama no Oshishou-sama,N/A,Manga (? vols),Jul 2019 -
30303,Lioncourt Senki,N/A,Manga (? vols),Sep 2019 -
30304,Watashi wa Teki ni Narimasen!,N/A,Light Novel (6 vols),Sep 2015 - Aug 2017
30305,Senmon Gakkou JK,N/A,Manga (2 vols),Dec 2016 - Apr 2018
30306,Black Kigyou no Shain ga Neko ni Natte Jinsei ga Kawatta Hanashi,N/A,Manga (3 vols),Feb 2019 - Mar 2021
30307,Youjo Shachou,N/A,Manga (? vols),Apr 2019 -
30308,Isekai de Tochi wo Katte Noujou wo Tsukurou,N/A,Light Novel (? vols),Aug 2018 -
30309,Raising Hell,N/A,Manga (5 vols),Jan 2019 - Jun 2021
30310,Tonari no Kashiwagi-san: After Days,N/A,Manga (2 vols),Nov 2018 - Jan 2020
30311,Koutei-tsuki Nyokan wa Hanayome toshite Nozomarechuu,N/A,Manga (? vols),May 2019 -
30312,Keibuho Daimajin,N/A,Manga (? vols),Jan 2019 -
30313,Namaiki na Mesugaki ni Otona ga Makeru Wakenai Daro!: Anthology Comic,N/A,Manga (1 vols),Nov 2019 - Nov 2019
30314,Fate/Grand Order: From Lostbelt,N/A,Manga (? vols),Dec 2019 -
30315,Seija no Koushin: Revenge,N/A,Manga (6 vols),Dec 2019 - Feb 2022
30316,Taikouhi Kouho dakedo, Kenjitsu ni Ikou to Omoimasu,N/A,Light Novel (2 vols),Jan 2019 - Jul 2019
30317,House of Dolls,N/A,Manhwa (? vols),Jul 2014 - Feb 2015
30318,Heavy,N/A,Manga (8 vols),Dec 1988 - Jul 1990
30319,SSSS.Gridman,N/A,Manga (6 vols),Nov 2019 - Dec 2021
30320,Kyuuketsuki Marguerite to Suterareta Princess,N/A,One-shot (? vols),Apr 2019 - Apr 2019
30321,Toaru Majutsu no Index SS: Biohacker-hen,N/A,Light Novel (3 vols),Oct 2019 - Feb 2020
30322,Amakute Oishii,N/A,Manga (1 vols),Oct 2015 - Apr 2016
30323,Betting Man,N/A,Manhwa (? vols),Apr 2016 - Jun 2020
30324,Densetsu no Youjoou (300-sai) Tayoreru Boukensha to Dungeon e Tabidatsu,N/A,Light Novel (? vols),Oct 2019 -
30325,Kuro no Senki: Isekai Teni shita Boku ga Saikyou nano wa Bed no Ue dake no you desu,N/A,Light Novel (? vols),Aug 2019 -
30326,Sawarasete! Amika-san,N/A,Manga (4 vols),Nov 2014 - Nov 2018
30327,Snack Akemi de Shikararete,N/A,Manga (? vols),Jun 2017 -
30328,Shachiku-san to Iede Shoujo,N/A,Manga (? vols),Jul 2018 -
30329,Neko ni Matatabi Koibanashi,N/A,Manga (2 vols),Sep 2016 - Aug 2019
30330,Ossu! Haruka-chan,N/A,Manga (3 vols),Sep 2016 - Aug 2017
30331,Yoiko-sensei to Usuihon no Akuma,N/A,Manga (2 vols),May 2018 - Aug 2020
30332,Chikkoincho,N/A,Manga (3 vols),Aug 2011 - Jul 2014
30333,Skirt Darling,N/A,Manga (1 vols),Sep 2013 - Apr 2015
30334,Minagoroshi no Arthur,N/A,Manga (4 vols),Sep 2019 - Jul 2020
30335,Out Law,N/A,Manga (14 vols),Aug 2003 - Jan 2007
30336,Hakoiri Otome to Gaten no Ouji-sama,N/A,Manga (1 vols),Mar 2018 - Sep 2019
30337,Ko wo Egaku,N/A,Manga (4 vols),Aug 2019 - Aug 2021
30338,Ningen no Inai Kuni,N/A,Manga (? vols),Oct 2019 -
30339,Budou Tairiku Monogatari: Noraneko Hime to Kotobawatashi no Ou,N/A,Light Novel (1 vols),Jun 2019 - Jun 2019
30340,Momonoki-ke no Yonshimai,N/A,Manga (3 vols),Dec 2018 - Feb 2021
30341,I Like Haiku,N/A,Manga (3 vols),Jan 2019 - May 2021
30342,Deathscythe Pururun,N/A,Manga (? vols),Apr 2019 -
30343,Karesen,N/A,Manga (3 vols),May 2019 - Nov 2020
30344,SA07,N/A,Manga (? vols),Jul 2019 -
30345,Sayuu Byoudou Shugi,N/A,One-shot (? vols),Dec 2018 - Dec 2018
30346,Crueler Than Dead,N/A,Manga (2 vols),Oct 2011 - Aug 2017
30347,Shousetsu Tenki no Ko,N/A,Novel (1 vols),Jul 2019 - Jul 2019
30348,Ai to Iu Na no Moto ni,N/A,Manga (1 vols),Mar 2015 - Mar 2015
30349,Dokushin Fugou Club,N/A,Manga (3 vols),Jun 2017 - Dec 2017
30350,Boss no Tawamure,N/A,Manga (1 vols),Sep 2017 - Sep 2017
30351,MabuSasa,N/A,Manga (4 vols),May 2018 - Jan 2020
30352,Kagekui,N/A,Manga (2 vols),Jun 2019 - Jun 2020
30353,Ni no Kuni: Hikari no Koukeisha to Neko no Ouji,N/A,Manga (2 vols),Apr 2019 - Jan 2020
30354,Akuma no Moka-chan,N/A,Manga (? vols),Sep 2018 -
30355,Damekko Kissa♥Dear,N/A,Manga (2 vols),Apr 2009 - Mar 2010
30356,Wotajuu,N/A,Manga (2 vols),Oct 2011 - Jun 2013
30357,Ichijouma Mankitsugurashi!,N/A,Manga (? vols),May 2018 -
30358,Uwabami Otome Zukan,N/A,Manga (2 vols),Jan 2018 - Aug 2019
30359,Risou no Otoko,N/A,Manga (7 vols),Jul 2018 - May 2020
30360,Hatsukoi Mint Blue,N/A,Doujinshi (1 vols),Dec 2017 - Dec 2017
30361,Kekkon no Riyuu,N/A,Manga (1 vols),Feb 2016 - Feb 2016
30362,Sketchy,N/A,Manga (? vols),Apr 2019 -
30363,Maga Maga Yama,N/A,Manga (? vols),Sep 2018 -
30364,Saint Seiya: Destiny,N/A,One-shot (? vols),Dec 2019 - Dec 2019
30365,JK Musou: Owaru Sekai no Sukuikata,N/A,Manga (2 vols),Dec 2019 - Jul 2020
30366,Nukenin Tenkousei Hayate,N/A,Manga (1 vols),Dec 2012 - Dec 2013
30367,Hana wa Docchi da?,N/A,Manga (? vols),2018 -
30368,Star Children,N/A,One-shot (? vols),Dec 2019 - Dec 2019
30369,Nopan no Onnanoko wa Suki desu ka? Anthology Comic,N/A,Manga (2 vols),Jun 2018 - Sep 2018
30370,Konkatsu!,N/A,Manga (1 vols),Apr 2009 - Apr 2009
30371,Social Survival Rabbits,N/A,Manga (5 vols),Mar 2019 - Jun 2020
30372,Himachi no Jouou,N/A,Manga (? vols),Jul 2018 -
30373,Black Girl's Talk,N/A,Manga (? vols),Apr 2019 -
30374,Zatsu Tabi: That's Journey,N/A,Manga (? vols),Mar 2019 -
30375,Shuuden-chan,N/A,Manga (9 vols),Sep 2015 - Sep 2020
