Rank,Title,Score,Chapters/Volumes,Published
38064,Sora ni Usagi ga Noboru Koro,N/A,Light Novel (4 vols),Mar 2006 - Dec 2006
38065,Shippo! Enhancement,N/A,Manga (2 vols),Aug 2013 - Jun 2014
38066,Nieruchi,N/A,Manga (1 vols),Jul 2012 - Oct 2013
38067,Nine no Keiyakusho,N/A,Light Novel (3 vols),Nov 2008 - May 2009
38068,Nagisa Fortissimo,N/A,Light Novel (5 vols),Jun 2007 - May 2009
38069,Hime-koe,N/A,Light Novel (1 vols),Dec 2012 - Dec 2012
38070,Fox Tail?,N/A,Light Novel (6 vols),Oct 2010 - Feb 2012
38071,Buta wa Tondemo Tada no Buta?,N/A,Light Novel (3 vols),Dec 2011 - Jan 2014
38072,Bouzu Kawai ya Kesa made Itoshi,N/A,Manga (4 vols),Jul 2011 - Aug 2017
38073,Reizouko Tantei,N/A,Manga (3 vols),Oct 2010 - Dec 2011
38074,Shin Fortune Quest II,N/A,Light Novel (? vols),Apr 2013 -
38075,Boku no Uta,N/A,Light Novel (1 vols),Jul 2010 - Jul 2010
38076,Mahou Shoujo☆Karimenkyo,N/A,Light Novel (3 vols),Nov 2010 - Jun 2011
38077,Yuuki! Yuujou! Shin Sanjuushi,N/A,Manga (1 vols),Jul 2011 - Jul 2011
38078,Mukiryoku Yuusha to Shiritagari Maou,N/A,Light Novel (3 vols),Jan 2012 - Jul 2012
38079,Fushigi Tsukai,N/A,Light Novel (2 vols),Aug 2005 - Apr 2006
38080,Kusakoi,N/A,Manga (? vols),Nov 2012 -
38081,Sekai ga Owaru Basho e Kimi wo Tsureteiku,N/A,Light Novel (1 vols),Oct 2004 - Oct 2004
38082,1/2 Undead Series,N/A,Light Novel (3 vols),Feb 2011 - Jun 2011
38083,Butterfly x Breakdown,N/A,Light Novel (2 vols),May 2012 - Dec 2012
38084,Ikkyuu Tensai no Kiwamete Fuhoni na Meisuiri,N/A,Light Novel (2 vols),Aug 2013 - Apr 2015
38085,Chihayafuru: Chuugakusei-hen,N/A,Light Novel (4 vols),Sep 2012 - Dec 2013
38086,Futari de Hajimeru Sekai Seifuku,N/A,Light Novel (5 vols),Nov 2008 - Nov 2009
38087,Chichonmanchi,N/A,Manga (8 vols),Apr 1998 - Apr 2002
38088,Senban Scandal,N/A,Manga (1 vols),2000 - 2000
38089,3-iro♪Signal,N/A,Manga (1 vols),Jun 2006 - Nov 2006
38090,Goku☆Raku Rockin' Girl,N/A,Manga (1 vols),Mar 2001 - Mar 2001
38091,Bootleggers,N/A,Light Novel (1 vols),Nov 2013 - Nov 2013
38092,Ryuuoujo wa Ten ni Mau,N/A,Light Novel (5 vols),Nov 2009 - Apr 2011
38093,Engage: Ojousama to Hisho Keiyaku,N/A,Light Novel (2 vols),Aug 2013 - Dec 2013
38094,Maruta Sagi wa Tantei desu ka?,N/A,Light Novel (7 vols),Dec 2003 - Aug 2008
38095,Asuka: Mahjong Garouden,N/A,Light Novel (1 vols),Feb 2010 - Feb 2010
38096,Mitsuwano,N/A,Light Novel (1 vols),Jun 2012 - Dec 2012
38097,GOD W（｀・ω・´）RLD - God World,N/A,Light Novel (2 vols),Dec 2013 - Apr 2014
38098,Complete Novice,N/A,Light Novel (5 vols),Dec 2013 - Feb 2015
38099,Bokura no 17-On!,N/A,Manga (4 vols),Mar 2012 - Jul 2015
38100,Tasogare no Toki,N/A,Light Novel (5 vols),Nov 2004 - Sep 2006
38101,School Democracy!,N/A,Light Novel (3 vols),Feb 2012 - Nov 2012
38102,Kimi ni mo Dekiru! Onnanoko Ipponzuri Manual,N/A,Light Novel (1 vols),Nov 2013 - Nov 2013
38103,Harmonizer Elion,N/A,Light Novel (4 vols),Nov 2002 - Feb 2004
38104,Silent Lovers,N/A,Light Novel (4 vols),Feb 2007 - Mar 2008
38105,Rail Wars! Nihon Kokuyuu Tetsudou Kouantai - The Revolver,N/A,Manga (3 vols),Nov 2012 - Feb 2015
38106,Rail Wars! Nihon Kokuyuu Tetsudou Kouantai,N/A,Light Novel (20 vols),Jan 2012 - Dec 2020
38107,Give Up!,N/A,Light Novel (3 vols),Jan 2009 - Feb 2010
38108,Fanatic Breakthrough,N/A,Light Novel (1 vols),Dec 2013 - Dec 2013
38109,Kohaku no Shinzou,N/A,Light Novel (1 vols),Sep 2005 - Sep 2005
38110,Tokyo Dennou Tanteidan,N/A,Light Novel (1 vols),Oct 2013 - Oct 2013
38111,Ginsen no Valkyria to Fuumon no Hime,N/A,Light Novel (6 vols),Dec 2012 - Mar 2014
38112,Koi to Senkyo to Chocolate: Stray Little Cat,N/A,Manga (6 vols),Mar 2011 - Nov 2013
38113,Kujira no Sora,N/A,Light Novel (4 vols),Sep 2006 - Nov 2007
38114,Ninku: Second Stage - Etonin-hen,N/A,Manga (12 vols),Sep 2005 - Sep 2011
38115,Snow Mist,N/A,Light Novel (4 vols),Jun 2009 - Jul 2010
38116,Dragon Lies,N/A,Light Novel (4 vols),Sep 2011 - Oct 2012
38117,Crow: Sandatsu no Shikkousha,N/A,Light Novel (1 vols),May 2013 - May 2013
38118,Dirty Christ Superstar,N/A,Manga (2 vols),Oct 2013 - Mar 2014
38119,Kenzen Robo Daimidaler,N/A,Manga (4 vols),Dec 2008 - Oct 2012
38120,Kenzen Robo Daimidaler OGS,N/A,Manga (4 vols),Oct 2013 - Jun 2016
38121,Oretachi no Chuunibyou wa Mada Hajimatta Bakari da!,N/A,Light Novel (3 vols),Apr 2013 - Jul 2014
38122,Suberu wo Itowazu,N/A,Manga (1 vols),Nov 2005 - Nov 2005
38123,Clotaku club!,N/A,Light Novel (9 vols),Feb 2012 - Mar 2014
38124,Kuina Passfinder,N/A,Light Novel (1 vols),Aug 2010 - Aug 2010
38125,Akuma ga Chigiru Hime to Kishi: Hanayome wo Dakkan Seyo,N/A,Light Novel (1 vols),Nov 2013 - Nov 2013
38126,Muffled Message,N/A,One-shot (? vols),Nov 2013 - Nov 2013
38127,Girls Solid Senders,N/A,Manga (? vols),Dec 2013 -
38128,Tadayou Shoko no Verte Terra,N/A,Light Novel (5 vols),Oct 2009 - Mar 2011
38129,Onna no Ie,N/A,Manga (8 vols),Dec 2012 - Sep 2016
38130,Tiger & Bunny: The Beginning,N/A,Manga (2 vols),Sep 2012 - Feb 2013
38131,Houkago Random Dungeon,N/A,Light Novel (1 vols),Nov 2010 - Nov 2010
38132,Crown Princess Project,N/A,Manhwa (? vols),2009 -
38133,Gakuen Kageki!,N/A,Light Novel (6 vols),May 2007 - Sep 2009
38134,Kirino-kun ni wa Kanojo ga Inai!?,N/A,Light Novel (1 vols),Jun 2010 - Jun 2010
38135,Kanojo wa Warlike,N/A,Light Novel (9 vols),Aug 2008 - Aug 2011
38136,Kanojo-tachi no Meshi ga Mazui 100 no Riyuu,N/A,Manga (2 vols),May 2013 - Mar 2014
38137,Kanojo-tachi no Meshi ga Mazui 100 no Riyuu,N/A,Light Novel (? vols),Aug 2012 -
38138,Cherrish: Suitei Mahou Shoujo,N/A,Light Novel (2 vols),Jul 2007 - Nov 2007
38139,Gakkou no Jikan - Hot na Onnanoko,N/A,Manga (2 vols),2010 - 2010
38140,Madousho ga Abarete Komattemasu.,N/A,Light Novel (3 vols),Dec 2011 - Jun 2012
38141,Mirai Saijiki: Bio no Mokushiroku,N/A,Manga (1 vols),Jan 2000 - Mar 2008
38142,Uraniwa no Kamisama,N/A,Light Novel (4 vols),Sep 2006 - Nov 2007
38143,Radical☆Princess,N/A,Light Novel (3 vols),Jan 2009 - Aug 2009
38144,Chikai no Hanki: Blood of Bahamut yori,N/A,Manga (? vols),Jul 2010 -
38145,Kanpeki na Level 99 nado Sonzai Shinai,N/A,Light Novel (4 vols),Nov 2012 - Mar 2014
38146,Kigu-tan: Kawaikute Kyouaku na ○○ Sha,N/A,Light Novel (1 vols),Apr 2009 - Apr 2009
38147,Koisuru Kimon no Protocol,N/A,Light Novel (3 vols),Jun 2010 - Mar 2011
38148,Tsuyoki na Himekishi-sama no Shitsukekata,N/A,Light Novel (2 vols),Nov 2013 - Jun 2014
38149,Yorozu Uranaidokoro: Onmyouya e Yokoso,N/A,Manga (? vols),Nov 2013 -
38150,Log Horizon: Nyanta Hanchou Shiawase no Recipe,N/A,Manga (6 vols),Dec 2012 - Mar 2018
38151,Ten ni Naki Hoshiboshi no Mure: Freda no Sekai,N/A,Light Novel (1 vols),Dec 2002 - Dec 2002
38152,Inside World,N/A,Light Novel (1 vols),Oct 2005 - Oct 2005
38153,Hikikomori-tachi ni Ore no Seishun ga Honrou Sareteiru,N/A,Light Novel (3 vols),Dec 2013 - Aug 2014
38154,Retro Game Master Shibusawa,N/A,Light Novel (3 vols),Aug 2011 - May 2012
38155,Home for Lost Children,N/A,One-shot (? vols),Jul 2010 - Jul 2010
38156,Ore to Kanojo no Battle wa Living de,N/A,Light Novel (3 vols),Dec 2013 - Sep 2014
38157,Meminisse: Sai x Rai,N/A,One-shot (? vols),Oct 2013 - Oct 2013
38158,E.A.r.T.h ∞,N/A,Manga (? vols),Jul 2010 - Apr 2011
38159,Shirakawa Hisui no Himegoto,N/A,Light Novel (1 vols),Dec 2013 - Dec 2013
38160,Heart Throbbing Holidays - Are You Ready?,N/A,One-shot (? vols),2012 - 2012
38161,Ayakashi Koi Kitan,N/A,Manga (1 vols),-
38162,Hey! Riki,N/A,Manga (27 vols),-
38163,Sh@pple,N/A,Light Novel (9 vols),Mar 2008 - May 2010
38164,Kyou mo Ocarina wo Fuku Yotei wa Nai,N/A,Light Novel (3 vols),Jul 2009 - Jun 2010
38165,Toshokan Kyuuseishu Club,N/A,One-shot (? vols),Dec 2013 - Dec 2013
38166,Senjou no Mahoutsukai,N/A,Manga (4 vols),Dec 2013 - Mar 2016
38167,Kareshi tte Doko ni Ittara Kaemasu no!?,N/A,Manga (4 vols),Mar 2011 - Jan 2016
38168,Minase Youmu to Hontou wa Kowai Cthulhu Shinwa,N/A,Manga (3 vols),Mar 2013 - Apr 2014
38169,Tsuchi Zokusei wa Date ja Nai!,N/A,Light Novel (7 vols),Nov 2009 - Oct 2011
38170,Salon H,N/A,Manhwa (? vols),Jun 2012 - Oct 2013
38171,Galge Master Shiina,N/A,Light Novel (3 vols),Apr 2010 - May 2011
38172,Shinitakunakereba XX!,N/A,Light Novel (2 vols),Jan 2012 - Aug 2012
38173,Shinanai Otoko ni Koishita Shoujo,N/A,Light Novel (7 vols),Jun 2008 - Dec 2010
38174,Gakuen Noise,N/A,Manga (4 vols),2003 - 2003
38175,Kouen no Crossmagia: Kurueru Ryuu to Saiyaku no Majo,N/A,Light Novel (1 vols),Dec 2013 - Dec 2013
38176,My Heaven,N/A,One-shot (? vols),2012 - 2012
38177,Panatea Itan,N/A,Light Novel (5 vols),Oct 2013 - Jan 2015
38178,Oh Kousuke yo, Erabenai to wa Nasakenai!,N/A,Light Novel (2 vols),Nov 2011 - Apr 2012
38179,Rafnas,N/A,Manga (2 vols),Dec 2013 - Feb 2015
38180,Mahou Seiren: Garnarouge to Hinagikutei Elcca,N/A,Manga (3 vols),Dec 2013 - Jun 2015
38181,Mochiron de Gozaimasu, Ojousama,N/A,Light Novel (3 vols),Sep 2012 - Apr 2013
38182,Lost Witch Bride Magical,N/A,Light Novel (2 vols),Sep 2013 - Jan 2014
38183,Nuigurumi Crash,N/A,Manga (3 vols),Oct 2013 - Oct 2015
38184,Kuroneko no Suiyoubi,N/A,Light Novel (4 vols),Nov 2012 - Sep 2013
38185,Rin-chan Now! SSs,N/A,Light Novel (1 vols),Mar 2013 - Mar 2013
38186,Marginal Operation,N/A,Light Novel (5 vols),Feb 2012 - Nov 2013
38187,BlazBlue,N/A,Light Novel (? vols),Jan 2013 -
38188,Shiden no Yaiba to Doukoku no Keening,N/A,Light Novel (1 vols),Oct 2013 - Oct 2013
38189,Uchi no Kaichou wa Araburu Toraneko ni Niteiru.,N/A,Light Novel (3 vols),Mar 2011 - Oct 2011
38190,Progress Eve: Ange Chronicle Side:Black,N/A,Light Novel (1 vols),Oct 2013 - Oct 2013
38191,Joshibu ni Koi!,N/A,Manga (1 vols),Jan 2012 - Jan 2012
38192,Bura-Pan!,N/A,Light Novel (2 vols),Mar 2012 - Aug 2012
38193,Mame Sengoku Basara,N/A,Manga (5 vols),Oct 2011 - Jan 2014
38194,Onsen Dragon Oukoku,N/A,Light Novel (3 vols),May 2013 - Mar 2014
38195,God Finger Jin,N/A,Manga (1 vols),Oct 2012 - May 2013
38196,Uchi no Majo Shirimasen ka?,N/A,Light Novel (3 vols),Jan 2011 - Apr 2012
38197,Kurumada Suikoden: Hero of Heroes,N/A,Manga (? vols),Dec 2013 -
38198,Anise to Fukigen na Mahoutsukai,N/A,Light Novel (4 vols),Jul 2008 - Aug 2009
38199,Shirogane no Sword Breaker,N/A,Light Novel (4 vols),Jan 2014 - May 2015
38200,Mayoi Neko Overdrive: Ginrou vs Dog Ninja,N/A,Light Novel (1 vols),Aug 2013 - Aug 2013
38201,Seitokai no Himegoto,N/A,Manga (3 vols),Aug 2012 - Feb 2014
38202,Ranobe-bu,N/A,Light Novel (3 vols),Sep 2008 - Jul 2009
38203,Obake no Oyatsu,N/A,Manga (1 vols),Jul 2007 - Jul 2007
38204,Holy Holy,N/A,Manga (2 vols),Nov 2013 - Nov 2014
38205,Rapunzel no Tsubasa,N/A,Light Novel (4 vols),Feb 2009 - Feb 2010
38206,Daremo ga Osoreru Ano Iinchou ga, Boku no Senzoku Maid ni Naru you desu.,N/A,Light Novel (2 vols),Nov 2011 - Sep 2012
38207,Mikagura Gakuen Kumikyoku,N/A,Light Novel (8 vols),Jul 2013 - Aug 2016
38208,Zenon-sama de Aru!,N/A,Light Novel (1 vols),Mar 2011 - Mar 2011
38209,Le;0 - Ash to Leviathan,N/A,Light Novel (2 vols),Aug 2009 - Dec 2009
38210,Nian Shang x Nian Xia,N/A,Manhua (2 vols),2013 - 2013
38211,Aoi Sora no Neosphere,N/A,Manga (1 vols),Jul 2005 - Feb 2006
38212,Toaru Joshidaisei no Nichijou ni Miru,N/A,Manga (1 vols),Jul 2002 - Jul 2009
38213,Vanish Drops: Iede Chuu Idol wo Follow Shimasu ka?,N/A,Light Novel (1 vols),Apr 2012 - Apr 2012
38214,Hare, Tokidoki Raijin,N/A,Manga (3 vols),Oct 2009 - May 2012
38215,Atrium no Koibito,N/A,Light Novel (3 vols),May 2011 - Feb 2012
38216,Scylla Darkly,N/A,Light Novel (1 vols),May 2010 - May 2010
38217,Nanamagari Nanami no Naname na Jijou,N/A,Light Novel (4 vols),Oct 2013 - Dec 2014
38218,Eros Kourin!,N/A,Light Novel (2 vols),Dec 2010 - May 2011
38219,Aa! Seishun no Koushien,N/A,Manga (7 vols),1976 - 1979
38220,Haiyaku no Cavaliers,N/A,Light Novel (1 vols),Dec 2011 - Dec 2011
38221,Inazuma Eleven: Special,N/A,Manga (3 vols),2010 - 2012
38222,Shinai no.,N/A,Light Novel (2 vols),Jan 2009 - Jul 2009
38223,Basilisk no Michi,N/A,One-shot (? vols),Jul 2013 - Jul 2013
38224,Nibelung no Yubiwa,N/A,Light Novel (2 vols),Jul 2013 - Apr 2014
38225,Lips Phantom,N/A,Light Novel (2 vols),Dec 2012 - Apr 2013
38226,Kirei na Ano Ko,N/A,Manga (1 vols),Apr 2011 - Mar 2013
38227,Jotei Ryuuouin Rinne no Hatsukoi,N/A,Light Novel (4 vols),Aug 2008 - Sep 2010
38228,Revenge x Revenge,N/A,Light Novel (1 vols),Sep 2007 - Sep 2007
38229,Guns Heart,N/A,Light Novel (5 vols),Jan 2004 - May 2005
38230,Tetsuwan Raider,N/A,Light Novel (5 vols),Nov 2009 - Jun 2011
38231,Shichinin no Bukiya,N/A,Light Novel (9 vols),Sep 2005 - Jul 2008
38232,Sumaga,N/A,Light Novel (3 vols),Oct 2008 - Aug 2009
38233,Minamino Minamino,N/A,Light Novel (1 vols),Jan 2005 - Jan 2005
38234,Akuma no Kagi to Shoujo no Raison d'être,N/A,Manga (? vols),Nov 2013 - Apr 2014
38235,Houkago no Rocketeer,N/A,Light Novel (1 vols),Dec 2009 - Dec 2009
38236,Natsu to Mikoshi to Kyodai Kaijuu,N/A,Manga (? vols),Dec 2013 - Jan 2014
38237,Kamisama Sakuragi Produce,N/A,Manga (3 vols),Sep 2013 - Sep 2015
38238,Neko no Chikyuugi,N/A,Light Novel (2 vols),Jan 2000 - Apr 2000
38239,Chari ni Norenai!,N/A,Manga (5 vols),Dec 2013 - Aug 2015
38240,Kaze no Stra,N/A,Manga (4 vols),Dec 2013 - Jan 2015
38241,Pato-ko Ikkimasu!,N/A,Manga (1 vols),Dec 2013 - Mar 2014
38242,Angel Howling,N/A,Light Novel (10 vols),Oct 2000 - Oct 2004
38243,Koi wa Senkyo to Gakuen Haken!,N/A,Light Novel (2 vols),Aug 2012 - Mar 2013
38244,Boy x Meet x Girl,N/A,Manga (1 vols),Apr 2007 - Apr 2007
38245,Tera Girl,N/A,Manga (3 vols),Jan 2011 - Sep 2012
38246,Majo ni Touch!,N/A,Light Novel (3 vols),May 2009 - Jan 2010
38247,Called Gehenna,N/A,Light Novel (4 vols),Oct 1999 - Jun 2001
38248,Genjuuza,N/A,Manga (3 vols),Mar 2011 - Jul 2012
38249,Smoking Gun: Minkan Kasouken Chousain Nagareta Enishi,N/A,Manga (10 vols),Jan 2012 - Nov 2014
38250,Mousou Girl,N/A,Light Novel (6 vols),Aug 2009 - Dec 2010
38251,Edit! Light Novel no Hontou no Tsukurikata?!,N/A,Light Novel (1 vols),Sep 2009 - Sep 2009
38252,Demekin,N/A,Manga (? vols),Oct 2009 -
38253,Hachijoujima to, Majo no Natsu,N/A,Light Novel (1 vols),May 2012 - May 2012
38254,Kimi ga Naita kara,N/A,Manga (? vols),Jul 2012 -
38255,Usagi Robot,N/A,Light Novel (3 vols),Apr 2012 - Oct 2012
38256,Watashi no Slime ni Narinasai!,N/A,Light Novel (1 vols),Aug 2013 - Aug 2013
38257,Kyuuketsuki no Himegoto,N/A,Light Novel (3 vols),Nov 2007 - Jul 2008
38258,BMI - Mazoku Chousakyoku,N/A,Manga (? vols),Jul 2013 - Jul 2013
38259,Houjou Rurika wa Tomaranai!,N/A,Light Novel (1 vols),Jul 2010 - Jul 2010
38260,Sono Settei wa Yamenasai!,N/A,Light Novel (1 vols),Jan 2014 - Jan 2014
38261,Saigo no Restaurant,N/A,Manga (? vols),Feb 2011 -
38262,Sya,N/A,Manga (5 vols),Jul 2010 - Jan 2014
38263,Boku no Mawari no Uchuujin,N/A,Manga (2 vols),Dec 2010 - Dec 2012
38264,Futari ni Omakase,N/A,Manga (6 vols),1987 -
38265,Azanael: The Case-Book of ENA,N/A,Manga (2 vols),Nov 2010 - Apr 2012
38266,Hyakume no Kishi,N/A,Manga (2 vols),Sep 2006 - Feb 2008
38267,D-Crackers,N/A,Light Novel (8 vols),Nov 2000 - Jan 2004
38268,D-Crackers Short,N/A,Light Novel (2 vols),Sep 2002 - Jul 2003
38269,D-Crackers Plus: Sekai - After Kingdom,N/A,Light Novel (1 vols),Dec 2007 - Dec 2007
38270,SatanDay Night,N/A,Light Novel (1 vols),Dec 2012 - Dec 2012
38271,Gendai Nihon ni Yattekita Sega no Megami ni Arigachi na Koto,N/A,Light Novel (2 vols),Dec 2013 - Jun 2014
38272,Tantei Shikkaku,N/A,Light Novel (2 vols),Dec 2011 - Apr 2012
38273,Kaze no Yukue - Shin Kidou Senki Gundam W Parody Kyousakushuu,N/A,Manga (1 vols),Mar 1998 - Mar 1998
38274,Houkago Quartet,N/A,Light Novel (3 vols),Apr 2013 - Oct 2013
38275,Maid ga Oshieru Maou-gaku!,N/A,Light Novel (3 vols),Dec 2013 - Aug 2014
38276,Chao,N/A,Manga (1 vols),May 1998 - May 1998
38277,Kohitsuji wa Mayowanai,N/A,Light Novel (6 vols),Nov 2010 - Sep 2012
38278,Honjitsu no Kishi Miroku,N/A,Light Novel (10 vols),Apr 2009 - Feb 2012
38279,Majin Senki: Ha-Gun,N/A,Manga (4 vols),May 2006 - Aug 2007
38280,Mujin no Jager,N/A,Light Novel (3 vols),Feb 2010 - Nov 2010
38281,Babysitter Gin!,N/A,Manga (9 vols),1997 - 2007
38282,Meisai-kun,N/A,Manga (5 vols),2000 - 2003
38283,Degen Mädchen,N/A,Light Novel (4 vols),Jun 2012 - Jul 2013
38284,Shinrei Tantei Yakumo: Another Files,N/A,Novel (? vols),Jul 2013 -
38285,Little Busters! Ecstasy: Heartful,N/A,Manga (3 vols),Oct 2012 - 2013
38286,Ring Ring Busters!,N/A,Manga (1 vols),Jan 2013 - Jan 2013
38287,Izumosou wa Itsumo Juugatsu,N/A,Light Novel (2 vols),Jan 2014 - Apr 2014
38288,Senkou no Double X,N/A,Light Novel (2 vols),Jan 2014 - Jun 2014
38289,Sakura Sonata,N/A,Light Novel (1 vols),Nov 2012 - Nov 2012
38290,Seizuyomi no Leena,N/A,Light Novel (3 vols),Apr 2009 - Jul 2010
38291,Hachimitsu to Clover Spin-off,N/A,Manga (? vols),Nov 2006 - Jan 2008
38292,Kizaki-kun to Yobanaide!,N/A,Light Novel (3 vols),May 2012 - Feb 2013
38293,Ore to Tenshi no Yggdrasil,N/A,Light Novel (3 vols),Mar 2010 - Sep 2010
38294,Hazakura ga Kita Natsu,N/A,Light Novel (5 vols),Apr 2008 - Oct 2009
38295,Houkago Hyaku Monogatari,N/A,Light Novel (10 vols),Feb 2008 - Jan 2011
38296,Futsuu no Joshikousei ga [LocoDol] Yattemita.,N/A,Manga (? vols),Aug 2011 -
38297,Lady Cool,N/A,Manga (? vols),Aug 2013 -
38298,Cool: Rental Body Guard,N/A,Manga (3 vols),Sep 1997 - Jan 1998
38299,Koukyuu Rakuen Kyuujou: Harem League Baseball,N/A,Light Novel (2 vols),Dec 2013 - Jul 2015
38300,Tama◇Nama,N/A,Light Novel (7 vols),Jul 2007 - Feb 2009
38301,Seiyuu no Tamago ga, Ore no Kanojo Datta you desu.,N/A,Light Novel (2 vols),Aug 2011 - Feb 2012
38302,Sanbanme no Tsuki,N/A,Manga (2 vols),Jan 2013 - Jul 2014
38303,Toudou-ke wa Kamigakari,N/A,Light Novel (3 vols),Feb 2008 - Sep 2010
38304,Hataraite Kudasai, Haruko-sensei!,N/A,One-shot (? vols),Dec 2013 - Dec 2013
38305,Buddy!!!,N/A,Manga (4 vols),Sep 2013 - Apr 2015
38306,CV:Heroine,N/A,Manga (1 vols),Nov 2013 - Nov 2013
38307,Cyborg 009 Kanketsu-hen: Conclusion God's War,N/A,Manga (5 vols),Apr 2012 - Feb 2014
38308,Natsuyuki Rendezvous Bangai-hen,N/A,Manga (1 vols),Feb 2012 - Aug 2013
38309,Hanakuu Otome,N/A,Manga (1 vols),Sep 2010 - Mar 2013
38310,Ore to Kanojo no Pandora Box,N/A,Manga (3 vols),Dec 2011 - Apr 2013
38311,Ore to Kanojo no Pandora Box,N/A,Light Novel (7 vols),Jul 2011 - Feb 2013
38312,Zenryaku. Neko to Tenshi to Doukyo Hajimemashita.,N/A,Light Novel (6 vols),Aug 2010 - Jul 2012
38313,Boku to Tsundere to Heidegger,N/A,Light Novel (1 vols),Sep 2011 - Sep 2011
38314,Dragcane no Conductor,N/A,Light Novel (2 vols),Mar 2013 - Jun 2013
38315,Raten - Birth,N/A,Manga (6 vols),2006 - 2009
38316,Hatsukoi Continue,N/A,Light Novel (2 vols),Aug 2013 - Mar 2014
38317,Gosenfu Nante Kazari desu!,N/A,Light Novel (1 vols),Nov 2012 - Nov 2012
38318,Leviathan no Sekai,N/A,Light Novel (1 vols),Nov 2011 - Nov 2011
38319,Mahou Kenshi no Extra,N/A,Light Novel (5 vols),Feb 2014 - Aug 2015
38320,Lizard King,N/A,Manga (2 vols),1998 - 2000
38321,Ankoku Maou na Oresama TUEEE!,N/A,Light Novel (1 vols),Nov 2013 - Nov 2013
38322,Yuushibu. - Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,N/A,Manga (3 vols),May 2013 - May 2014
38323,Sankaku Complex,N/A,Manga (2 vols),Oct 2011 - Jan 2014
38324,Doubutsu Zukan,N/A,Manga (3 vols),Jun 2013 - May 2015
38325,Jinsei: Manga no Shou,N/A,Manga (3 vols),Feb 2014 - Mar 2015
38326,Minikui Kaeru no Ko,N/A,Manga (3 vols),Jul 2013 - Dec 2014
38327,Nazotoki Drill,N/A,Manga (3 vols),Jan 2014 - May 2015
38328,Rose Guns Days: Season 3,N/A,Manga (3 vols),Sep 2013 - Mar 2015
38329,Rose Guns Days: Aishuu no Cross Knife,N/A,Manga (2 vols),Dec 2012 - Oct 2013
38330,Duel Masters: Lunatic God Saga,N/A,Light Novel (1 vols),Sep 2009 - Sep 2009
38331,Shumatsu Ryouiki no Nemesis,N/A,Light Novel (2 vols),Sep 2013 - Dec 2013
38332,Wagamama Mille-Feuille,N/A,Manga (1 vols),Oct 2012 - Oct 2012
38333,Dark Cherry to Shoujo A,N/A,Manga (1 vols),Nov 2012 - Nov 2013
38334,Ryuujin Kishin to Tatakau Himemiko,N/A,Light Novel (1 vols),Apr 2011 - Apr 2011
38335,Sex Battle Royal!,N/A,Light Novel (1 vols),Nov 2012 - Nov 2012
38336,CO Chuu,N/A,Manga (2 vols),Sep 2013 - Jun 2014
38337,Gen-Cha!,N/A,Manga (1 vols),Jul 2006 - Jul 2006
38338,Tamuramaro-san,N/A,Manga (3 vols),Jun 2011 - Jun 2015
38339,Sudden Death,N/A,Manga (? vols),Nov 2012 -
38340,Real Ou!,N/A,Light Novel (2 vols),Oct 2012 - Apr 2013
38341,Idol wa Tsukkomareru no ga Suki!,N/A,Light Novel (10 vols),Jul 2010 - Jul 2013
38342,Kamikuu no Ex Machina,N/A,Light Novel (2 vols),Aug 2013 - Dec 2013
38343,Mi-kun no Chikuwabu + Ore,N/A,Light Novel (1 vols),Mar 2012 - Mar 2012
38344,Takaya: Senbu Gakuen Gekitouden,N/A,Manga (5 vols),May 2005 - Feb 2006
38345,Anuvis!,N/A,Light Novel (2 vols),Aug 2012 - Dec 2012
38346,See-Through!?,N/A,Light Novel (2 vols),Sep 2011 - Feb 2012
38347,Ore no Revenge ga Heroine wo Zenin Taosu!,N/A,Light Novel (3 vols),Dec 2013 - Sep 2014
38348,Renai Makegumi no Boku ni, H na Maid ga Todokimashita.,N/A,Light Novel (1 vols),Jan 2014 - Jan 2014
38349,Tsukushi-biyori,N/A,Manga (2 vols),Nov 2013 - Oct 2014
38350,Nakigara Hitsugi no Shisha Soseigaku,N/A,Light Novel (1 vols),Oct 2008 - Oct 2008
38351,Aisuru Musume kara no Kyouikuteki Shidou,N/A,Light Novel (1 vols),May 2013 - May 2013
38352,Otousan to Issho!,N/A,Light Novel (3 vols),Apr 2011 - Nov 2011
38353,Sayonara Tama-chan,N/A,Manga (1 vols),Jul 2012 - Aug 2013
38354,Shinkaigyo,N/A,Manga (1 vols),Oct 2011 - Oct 2011
38355,Zeus no Tane,N/A,Manga (4 vols),Feb 2011 - Sep 2012
38356,Kureha x Limited!,N/A,Light Novel (2 vols),Sep 2009 - Mar 2010
38357,Parallel Mariners,N/A,Light Novel (2 vols),May 2008 - Sep 2008
38358,Norausagi,N/A,Manga (3 vols),May 2013 - Dec 2014
38359,Mousou Koukou Kyouin Morishita,N/A,Manga (5 vols),Jul 2013 - Feb 2016
38360,Oretachi no Commu Ryoku ga Mohaya Gakuen Inou Battle,N/A,Light Novel (1 vols),Jan 2014 - Jan 2014
38361,Quartet Buyobuyo,N/A,Light Novel (1 vols),Jun 2008 - Jun 2008
38362,Shingeki no Bahamut: Mystalsia Saga,N/A,Manga (6 vols),Jul 2013 - Apr 2019
