Rank,Title,Score,Chapters/Volumes,Published
12148,SoltyRei - The Red Lady,6.65,Manga (1 vols),2006 -
12149,20 Seiki Shounen: Ujiko Ujio Sakuhinshuu,6.65,Manga (1 vols),2009 - 2009
12150,Kagerou Meikyuu,6.65,Manga (2 vols),Jun 2008 - Oct 2009
12151,Chaosic Rune ES,6.65,Manga (5 vols),2005 - May 2007
12152,Nihon no Kyoudai,6.65,Manga (1 vols),1994 - 1994
12153,Hokuto no Ken - Juuza Gaiden,6.65,Manga (2 vols),Jan 2010 - Aug 2010
12154,Zatouichi,6.65,Manga (1 vols),1966 - 1966
12155,9th Sleep,6.64,Manga (1 vols),2004 -
12156,Dragon Hunter,6.64,Manhwa (39 vols),2000 -
12157,Billion Girl,6.64,Manga (10 vols),Apr 1999 - Jul 2004
12158,Agharta,6.64,Manga (11 vols),Feb 1997 - Mar 2017
12159,Bokura no Unsei,6.64,Manga (1 vols),2003 - 2003
12160,Girlfriend,6.64,Manga (5 vols),Jun 2004 - Jun 2007
12161,Hen,6.64,Manga (13 vols),Dec 1988 - 1995
12162,Route 20,6.64,Manga (1 vols),1993 - 1993
12163,Oneesan no Jijou,6.64,Manga (1 vols),-
12164,Dei Ecchi Ei,6.64,Manga (3 vols),Jul 2006 - Feb 2008
12165,Saratte Watashi no Knight,6.64,Manga (1 vols),-
12166,Urooboe Uroboros!,6.64,One-shot (? vols),Jan 2008 - Jan 2008
12167,Ai no Kotoba,6.64,Manga (1 vols),Jan 2007 - Mar 2007
12168,Voiceful,6.64,Manga (1 vols),Jun 2003 - Apr 2006
12169,Haisha,6.64,Manga (1 vols),1995 - 1996
12170,Chiki Chiki Banana,6.64,Manga (1 vols),-
12171,Sora ni Taiyou ga Aru Kagiri,6.64,Manga (3 vols),1998 -
12172,Be My Sweet Darling,6.64,Manhwa (3 vols),2003 - 2004
12173,Hiiragi Shougakkou Renai Club,6.64,Manga (7 vols),Nov 2007 - Dec 2011
12174,Yuuwaku no Bansan,6.64,Manga (1 vols),Feb 2007 - Feb 2007
12175,Deco-Deco Kiss,6.64,One-shot (? vols),Apr 2007 - Apr 2007
12176,Angry,6.64,Manhwa (6 vols),-
12177,Kago no Naka,6.64,One-shot (? vols),Feb 2007 - Feb 2007
12178,Tetsuwan Birdy,6.64,Manga (1 vols),1985 - 1988
12179,Happy Tomorrow,6.64,Manga (1 vols),1999 - 2003
12180,Lemon no Himegoto,6.64,Manga (1 vols),2002 - 2002
12181,Yoru wo Utau Kodomotachi,6.64,Manga (1 vols),2005 - 2005
12182,Blassreiter Genetic,6.64,Manga (3 vols),Dec 2007 - Feb 2009
12183,Japon,6.64,Manga (1 vols),Dec 2005 - Dec 2005
12184,Blackberry,6.64,One-shot (? vols),-
12185,Owari to Hajimari no Miles,6.64,Manga (? vols),Nov 2006 - Mar 2012
12186,Ai no Shittakabutta: Akeru to Kimochi ga Raku ni Naru,6.64,Manga (1 vols),1994 - 1994
12187,Mission! School,6.64,Manga (4 vols),Jun 2009 - Dec 2011
12188,Shiroi Kageboushi,6.64,Manga (1 vols),Mar 1976 - Mar 1976
12189,Tsukumono,6.64,One-shot (? vols),Feb 2010 - Feb 2010
12190,Region,6.64,Manga (3 vols),Aug 2007 - Aug 2008
12191,12-ji no Kane ga Naru,6.64,One-shot (? vols),Apr 2011 - Apr 2011
12192,It to Lily,6.64,One-shot (? vols),2011 - 2011
12193,BlazBlue: Chimelical Complex,6.64,Manga (2 vols),Aug 2010 - 2011
12194,Kira*Kira Crystal,6.64,One-shot (? vols),May 2008 - May 2008
12195,Meikyuu Yaburi no Hananusubito,6.64,One-shot (? vols),Apr 2009 - Apr 2009
12196,Itoshiki Bodyguard,6.64,Manga (1 vols),Aug 2009 - Aug 2009
12197,Tsukiyo no Kokuhaku,6.64,Manga (1 vols),Apr 2008 - Apr 2008
12198,Bleach 4-koma: Komaburi,6.64,Manga (2 vols),Aug 2011 - Mar 2013
12199,Shuukaku no Juunigatsu,6.64,Manga (2 vols),Dec 2010 - Nov 2011
12200,Happy Project,6.64,Manga (4 vols),Dec 2011 - Aug 2012
12201,Sheikh ni Sarawarete,6.64,Manga (1 vols),2008 - 2008
12202,Sensei to Himitsu wo...,6.64,Manga (1 vols),Jun 2010 - Dec 2010
12203,Persona x Tantei Naoto,6.64,Light Novel (1 vols),Jun 2012 - Jun 2012
12204,Hetamen,6.64,Manga (3 vols),Apr 2011 - Dec 2012
12205,Chigireta Heart,6.64,Manga (1 vols),2003 - 2003
12206,Hungry Joker,6.64,Manga (3 vols),Nov 2012 - May 2013
12207,Bullet Armors,6.64,Manga (6 vols),Jun 2010 - Oct 2012
12208,Kinjirareta Koi ni Ochite,6.64,Manga (1 vols),2007 - 2007
12209,Naze Toudouin Seiya 16-sai wa Kanojo ga Dekinai no ka?,6.64,Manga (8 vols),May 2011 - Jun 2014
12210,Haruno to Natsukawa.,6.64,Manga (1 vols),Jan 2013 - Jan 2013
12211,Koisuru Herb Shohousen,6.64,Manga (1 vols),2012 - 2012
12212,Salomelic,6.64,Manga (1 vols),Dec 2010 - Mar 2012
12213,Engeki-bu no Majo to Kishi,6.64,Manga (1 vols),Dec 2010 - Mar 2013
12214,Kyupiko!: Fushimatsu Tenshi no Mismanagement,6.64,Manga (5 vols),Oct 2012 - Sep 2014
12215,Sentirental Girl,6.64,Manga (3 vols),Oct 2014 - Dec 2015
12216,Nanoha Yougashiten no Ii Shigoto,6.64,Manga (7 vols),Apr 2015 - Oct 2016
12217,Lip ni Shadow,6.64,Manga (1 vols),Mar 2015 - May 2015
12218,Diabolik Lovers: Anthology Cardinal,6.64,Manga (1 vols),Dec 2012 - Dec 2012
12219,Isekaigaeri no Daikenja-sama wa Soredemo Kossori Kurashiteiru Tsumori desu,6.64,Manga (? vols),Aug 2021 -
12220,Kyoukai Meikyuu to Ikai no Majutsushi,6.64,Light Novel (? vols),May 2015 -
12221,Pokémon the Movie XY: Ring no Choumajin Hoopa,6.64,Manga (1 vols),Apr 2015 - Jun 2015
12222,Brave Star☆Romantics,6.64,Manga (3 vols),Nov 2015 - Sep 2017
12223,Ore ga Fujoshi de Aitsu ga Yuri-ota de,6.64,Manga (4 vols),Jan 2016 - Nov 2017
12224,Renai Kyoutei,6.64,One-shot (? vols),Feb 2016 - Feb 2016
12225,Prison Princess,6.64,One-shot (? vols),Jan 2016 - Jan 2016
12226,Modokidomo,6.64,Manga (2 vols),Jul 2016 - Jun 2017
12227,Tonari no Hoshi no Ouji-sama,6.64,One-shot (? vols),Jun 2016 - Jun 2016
12228,Murabito desu ga Nani ka?,6.64,Manga (? vols),Jan 2017 -
12229,Bishounen Tanteidan,6.64,Manga (? vols),Apr 2016 -
12230,Salman,6.64,Manga (2 vols),Jan 2015 - Apr 2016
12231,Blue Phobia,6.64,Manga (2 vols),Dec 2017 - May 2018
12232,Hokenshitsu no Tsumuri-san,6.64,Manga (2 vols),Sep 2014 - Aug 2017
12233,Oni no Youna Love Comedy,6.64,Manga (5 vols),Aug 2018 - Jun 2019
12234,Sunami Yuuko to Yuri na Hitobito,6.64,Manga (? vols),Apr 2018 -
12235,Niwa ni wa Ninin,6.64,Manga (1 vols),Feb 2018 - Aug 2018
12236,Seijo ni Naru node Nidome no Jinsei wa Katteni Sasete Moraimasu: Outaishi wa, Zense de Watashi wo Futta Koibito Deshita,6.64,Manga (? vols),Nov 2018 -
12237,Mutou to Satou,6.64,Manga (7 vols),Feb 2019 - Feb 2021
12238,Yamiyo ni Asobu na Kodomotachi,6.64,Manga (1 vols),Sep 2009 - Jul 2010
12239,Tsuki 50-man Morattemo Ikigai no Nai Tonari no Oneesan ni 30-man de Yatowarete "Okaeri" tte Iu Oshigoto ga Tanoshii,6.64,Manga (? vols),Apr 2020 -
12240,VRMMO de Summoner Hajimemashita,6.64,Manga (5 vols),Sep 2018 - Apr 2021
12241,Osake no Tame ni Otomege Settei wo Buchikowashita Kekka, Akuyaku Reijou ga Cheat Reijou ni Narimashita,6.64,Manga (? vols),Apr 2020 -
12242,Shinja Zero no Megami-sama to Hajimeru Isekai Kouryaku,6.64,Manga (? vols),Apr 2020 -
12243,Chikan Saresou ni Natteiru S-kyuu Bishoujo wo Tasuketara Tonari no Seki no Osananajimi datta,6.64,Manga (? vols),Oct 2020 -
12244,Onna Senshi tte Motenai n desu!,6.64,Manga (3 vols),May 2018 - Feb 2020
12245,Kyou kara, Kimi wo Share Shimasu,6.64,Manga (? vols),Oct 2017 - Nov 2018
12246,Iseikai Tensei,6.64,Manga (? vols),Aug 2020 -
12247,Oda Nobunaga to Iu Nazo no Shokugyou ga Mahou Kenshi yori Cheat Datta node, Oukoku wo Tsukuru Koto ni Shimashita,6.64,Manga (? vols),Jul 2018 -
12248,Yuujin Character no Ore ga Motemakuru Wake Nai Darou?,6.64,Manga (? vols),Feb 2021 -
12249,Yuusha Party wo Tsuihou sareta Shiromadoushi, S-Rank Boukensha ni Hirowareru: Kono Shiromadoushi ga Kikakugai Sugiru,6.64,Manga (? vols),Jan 2021 -
12250,High-Risk Mission Therapy,6.63,Manga (5 vols),Aug 2017 - Feb 2019
12251,Boku no Namae wa "Shounen A",6.63,Manga (4 vols),Oct 2017 - Dec 2018
12252,Isekai ni Kita Mitai dakedo Dou Sureba Ii no Darou,6.63,Manga (? vols),Nov 2017 -
12253,Aojiro Shohan,6.63,One-shot (? vols),Apr 2017 - Apr 2017
12254,Mayu, Matou,6.63,Manga (? vols),Feb 2018 -
12255,Joshikousei to Ouji-chan,6.63,Manga (2 vols),Jun 2018 - Apr 2019
12256,Mikami-san wo Furimukasetai,6.63,One-shot (? vols),Jul 2018 - Jul 2018
12257,Watashitachi wa Koi wo Egakenai,6.63,Manga (? vols),Jun 2018 - May 2019
12258,Tanzawa Sudachi ga Koko ni Iru!,6.63,Manga (2 vols),Apr 2018 - Apr 2019
12259,Fukanzen de Fueisei de Fushidara,6.63,Manga (5 vols),Jun 2018 - Nov 2020
12260,Bouken ni, Tsuitekonaide Okaasan!: Chouka Hogo na Saikyou Dragon ni Sodaterareta Musuko, Hahaoya Douhan de Boukensha ni Naru,6.63,Manga (? vols),May 2019 - Jun 2022
12261,Yandere-kei Otome Game no Sekai ni Tensei shiteshimatta you desu,6.63,Manga (7 vols),Jan 2018 - Nov 2021
12262,Samayoeru Tenseisha-tachi no Revival Game,6.63,Manga (4 vols),Apr 2019 - Jul 2021
12263,Watashi wa Akuyaku Reijou nanka ja Nai!!: Yamitsukai dakara tte Kanarazushimo Akuyaku dato Omouna yo,6.63,Light Novel (1 vols),Feb 2018 - Feb 2018
12264,Toubousha Elio,6.63,Manga (5 vols),Jul 2019 - Jun 2020
12265,Unicorn to Sabishigariya Shoujo,6.63,Manga (? vols),Jul 2019 - Jun 2020
12266,Comyushou VS Yuri,6.63,Doujinshi (? vols),Nov 2018 -
12267,Shijou Saikyou no Daimaou, Murabito A ni Tensei suru,6.63,Light Novel (? vols),May 2018 -
12268,Ijimekaeshi.: Fukushuu no Calendrier,6.63,Manga (? vols),Oct 2018 -
12269,Watashi no Shiranai, Senpai no 100-ko no Koto,6.63,Manga (? vols),May 2020 -
12270,Kami no Caveira,6.63,One-shot (? vols),Sep 2020 - Sep 2020
12271,Konna Watashi ni Kitai Shinaide,6.63,Manga (2 vols),Aug 2020 - Jan 2022
12272,Haru to Arashi,6.63,Manga (2 vols),Aug 2020 - Mar 2021
12273,Eisen no Lovelock,6.63,Manga (4 vols),May 2021 - Jan 2022
12274,Rin-chan wa Suezen Shitai,6.63,Manga (? vols),Aug 2020 -
12275,Nariyuki Makase no Tengu Michi,6.63,Manga (2 vols),Jul 2012 - Dec 2014
12276,Ousama no Sougiten,6.63,Manga (1 vols),Dec 2012 - Aug 2013
12277,Hajimari wa Suna no Ichiya,6.63,Manga (1 vols),Jul 2013 - Apr 2014
12278,Katsura Akira,6.63,Manga (1 vols),Apr 2008 - Jan 2010
12279,Soushoku Danshi Okotowari!?,6.63,One-shot (? vols),Jul 2011 - Jul 2011
12280,Higan no Ishi,6.63,Manga (1 vols),Sep 2013 - Dec 2014
12281,Fukushuu Kyoushitsu,6.63,Manga (7 vols),Jun 2013 - Oct 2016
12282,Kono Sekai ga Game da to Ore dake ga Shitteiru,6.63,Manga (? vols),Jul 2014 -
12283,Kagamigami,6.63,Manga (5 vols),Feb 2015 - Nov 2015
12284,Diabolik Lovers: Anime Koushiki Anthology,6.63,Manga (1 vols),Feb 2014 - Feb 2014
12285,La La La Hallelujah!,6.63,Manga (2 vols),Apr 2014 - Dec 2014
12286,Caramel Diary,6.63,Manga (1 vols),Mar 1999 - Sep 1999
12287,Dennou Shoujo☆Mink,6.63,Manga (6 vols),Aug 1999 - Jul 2002
12288,Aqua Knight,6.63,Manga (3 vols),1998 - Aug 2000
12289,Vandread,6.63,Manga (2 vols),Jan 2000 - Oct 2001
12290,Triangle,6.63,One-shot (? vols),2007 - 2007
12291,Metropolis,6.63,Manga (1 vols),Sep 1949 - Sep 1949
12292,Medarot,6.63,Manga (3 vols),May 1997 - Mar 1999
12293,Renka,6.63,Manga (1 vols),1994 - 1994
12294,Kimi to Harujion,6.63,Manga (1 vols),Oct 2004 - Oct 2004
12295,Cutlass,6.63,Manga (2 vols),1997 - 1998
12296,Chouchou Kurabe,6.63,Manga (1 vols),2001 - 2002
12297,Aladdin to Mahou no Kyuusu,6.63,Manga (1 vols),1999 -
12298,Undecided,6.63,Manhwa (1 vols),Dec 2003 - Dec 2003
12299,Hua Qian,6.63,Manhua (2 vols),-
12300,Kinenbi Tokubetsu na H,6.63,Manga (1 vols),-
12301,Jinzou Shoujo,6.63,Manga (2 vols),2000 -
12302,Maigo no Bambi ni Kiss wo 1mm,6.63,Manga (1 vols),2000 -
12303,Recast,6.63,Manhwa (6 vols),Nov 2003 - Nov 2004
12304,Adesugata Junjou Boy,6.63,Manga (4 vols),May 1989 - Jan 1990
12305,Seishun no Tamago,6.63,Manga (1 vols),-
12306,Alexandros: Sekai Teikoku e no Yume,6.63,Manga (1 vols),Jul 2003 - Jul 2003
12307,Kenka Shoubai,6.63,Manga (24 vols),Jun 2005 - Sep 2010
12308,Pocket Monsters Zensho,6.63,Manga (1 vols),1998 - 1998
12309,Shinwa Ponchi,6.63,Manga (2 vols),Apr 2009 - Jun 2010
12310,Tokkou! Maid Thunder,6.63,Manga (3 vols),May 2006 - Aug 2008
12311,Happy Trouble Wedding,6.63,Manga (? vols),2005 -
12312,Cream Caramel Chocolate,6.63,Manga (1 vols),2005 - 2005
12313,Fire Fire Fire,6.63,Manga (2 vols),Dec 2008 - Oct 2010
12314,He~nshin!!: Sonata Birdie Rush,6.63,Manga (5 vols),May 2008 - Aug 2010
12315,Milky Way,6.63,Manga (1 vols),Jun 2010 -
12316,Majo no Kishi,6.63,Manga (1 vols),2006 -
12317,Ouji-tachi wa Izon suru,6.63,Manga (1 vols),Sep 2008 - Nov 2008
12318,Tetsuman: Tekken Comic,6.63,Manga (2 vols),2009 - 2010
12319,Alabaster,6.63,Manga (3 vols),Dec 1970 - Jun 1971
12320,Kanojo no Kagi wo Akeru Houhou,6.63,Manga (9 vols),Dec 2008 - Dec 2015
12321,Spotted Flower,6.63,Manga (? vols),Oct 2010 -
12322,Houkago Chocolate,6.63,One-shot (? vols),May 2009 - May 2009
12323,Soul Eater NOT!,6.63,Manga (5 vols),Jan 2011 - Nov 2014
12324,Teizokurei Monophobia,6.63,Manga (6 vols),Aug 2009 - Nov 2011
12325,Puppy Lovers,6.63,Manga (3 vols),Jan 2010 - May 2014
12326,Hoshi ni Memai wo,6.63,One-shot (? vols),-
12327,Virgin Ripper,6.63,Manga (10 vols),Jun 2009 - Nov 2012
12328,Chijou wa Pocket no Naka no Niwa,6.63,Manga (1 vols),Jul 2011 - Jul 2011
12329,Korosareru nara, Isso Sakura no Ki no Shita de,6.63,Manga (1 vols),2011 - 2011
12330,End of Eternity: The Secret Hours,6.63,Manga (2 vols),Nov 2010 - Mar 2012
12331,Chiisana Ai no Negai,6.63,Manga (1 vols),Nov 2007 - Nov 2007
12332,Umi ni Sora,6.63,One-shot (? vols),Jun 2011 - Jun 2011
12333,Marry Max!,6.63,Manga (2 vols),1998 - 1998
12334,Azuke Honya,6.63,Manga (1 vols),Oct 2011 - Oct 2011
12335,Chotto Kawaii Iron Maiden,6.63,Manga (4 vols),Mar 2011 - Dec 2015
12336,Chef to Dorobou,6.63,Manga (1 vols),2009 - 2009
12337,Hyakuyou Daichou,6.63,One-shot (? vols),May 2011 - May 2011
12338,Youkai Hunter,6.63,Manga (1 vols),Aug 1974 - Sep 1974
12339,Shinigami no Aria,6.63,One-shot (? vols),Jan 2013 - Jan 2013
12340,Ousama Game: Rinjou,6.63,Manga (4 vols),Jan 2015 - Nov 2016
12341,Yoru no Uta,6.63,Manga (1 vols),Jul 1988 - Oct 1994
12342,Kitsune to Pancake,6.63,Manga (4 vols),Mar 2014 - Jan 2018
12343,Hachi-nan tte, Sore wa Nai deshou!,6.63,Manga (? vols),Apr 2015 -
12344,Kare wa Ima, Koi wo Shiteiru.,6.63,Manga (1 vols),Jul 2013 - Jul 2014
12345,Namida no Tantanmen,6.63,One-shot (? vols),Jul 2014 - Jul 2014
12346,Kimi ni Chiisana Uso Hitotsu,6.63,Manga (3 vols),Jun 2013 - Feb 2015
12347,Himitsu no Reptiles,6.63,Manga (? vols),May 2016 -
12348,Saikyou Juzoku Tensei: Cheat Majutsushi no Slow Life,6.63,Light Novel (? vols),Jul 2016 -
12349,Rapid Commuter Underground,6.63,Manga (1 vols),Apr 2012 - Jun 2014
12350,Kaijuu no Buki Shokunin,6.63,Manga (1 vols),Jul 2016 - Oct 2016
12351,Mainichi Kiss shite Ii desu ka?,6.63,Manga (4 vols),Dec 2016 - Mar 2018
12352,Just Be Friends,6.63,Manga (1 vols),May 2015 - Mar 2016
12353,Shinonome Tantei Ibunroku,6.63,Manga (1 vols),Apr 2017 - Nov 2018
12354,Seitokaichou desu ga Josou Hajimemashita,6.63,Manga (1 vols),Aug 2016 - Jan 2018
12355,Kanojo ga Senpai ni NTR-reta node, Senpai no Kanojo wo NTR-masu,6.63,Manga (? vols),Jan 2022 -
12356,Skill Lender no Torikaeshi: Toichi tte Saisho ni Itta yo na?,6.63,Manga (? vols),Sep 2021 -
12357,microHUNTER,6.63,Manhwa (? vols),Sep 2019 - Dec 2021
12358,Gokumane!,6.62,One-shot (? vols),Sep 2021 - Sep 2021
12359,Shinigami Grimm to Fukou Shounen: Shiwasu Yuki Tanpenshuu,6.62,Manga (1 vols),Mar 2012 - Apr 2021
12360,Heal & Squeeze: Iyashite Shiboritore!,6.62,Manga (? vols),Sep 2020 - Oct 2020
12361,#Killstagram,6.62,Manhwa (? vols),Mar 2019 -
12362,Brigadoon: Marin to Melan,6.62,Manga (2 vols),2000 - 2001
12363,Girls Bravo,6.62,Manga (10 vols),Oct 2000 - Mar 2005
12364,The Legend of Soma,6.62,Manhwa (15 vols),1993 - 1997
12365,Yoki, Koto, Kiku.,6.62,Manga (1 vols),Oct 2004 - Dec 2005
12366,Code Geass: Hankou no Suzaku,6.62,Manga (2 vols),Oct 2006 - Aug 2008
12367,Gin no Kaze,6.62,Manga (1 vols),Jul 1995 - Nov 1996
12368,Tokyo Renaikitan,6.62,Manga (2 vols),-
12369,Hot Milk,6.62,Manga (2 vols),1999 - 1999
12370,Suki Suki♡Darling,6.62,Manga (1 vols),Apr 1998 - Apr 1998
12371,Boyfriend,6.62,Doujinshi (1 vols),-
12372,Renai Junky,6.62,Manga (2 vols),2001 - 2001
12373,Youhei Pierre,6.62,Manga (4 vols),2004 - 2007
12374,Ojamajo Doremi,6.62,Manga (3 vols),Feb 1999 - Oct 2000
12375,Moshikashite Vampire,6.62,Manga (10 vols),Sep 1991 - Nov 1998
12376,Scandalous,6.62,Manga (1 vols),2002 - 2002
12377,Anata no Omocha,6.62,Manga (1 vols),-
12378,Tsundere! - Megane Café e Youkoso,6.62,Manga (1 vols),Apr 2007 - Apr 2007
12379,Zero x Zero Memories,6.62,Manga (1 vols),Jul 2002 - Jul 2007
12380,Kotoba no Nai Love Letter,6.62,Manga (1 vols),Feb 1999 - Dec 1999
12381,Hot Gimmick S,6.62,Light Novel (1 vols),Nov 2005 - Nov 2005
12382,Playground love,6.62,Manga (1 vols),-
12383,Jigoku Mushi wo Kuu! Oninbo,6.62,Manga (2 vols),Jul 1987 - Jun 1988
12384,Suki Hajimari no Kiss,6.62,Manga (1 vols),2004 -
12385,Pandora Cube,6.62,One-shot (? vols),2008 - 2008
12386,Masuraou,6.62,Manga (7 vols),2005 - 2006
12387,Mach GoGoGo,6.62,Manga (2 vols),Jun 1966 - May 1968
12388,Karada de Shibaranaide★,6.62,Manga (1 vols),Apr 2008 - Apr 2008
12389,Super-Conductive Brains,6.62,Manga (1 vols),2001 - 2001
12390,Kodomo no Kodomo,6.62,Manga (3 vols),May 2004 - 2005
12391,Oya Niwa Naisho no Koimonogatari,6.62,Manga (1 vols),2001 -
12392,Toki☆Meka!,6.62,Manga (2 vols),2005 - 2005
12393,Ren'ai Choukyou - Host Yuugi,6.62,Manga (1 vols),2004 -
12394,Miss,6.62,Manga (2 vols),2000 - 2001
12395,Tennen Bitter Chocolate,6.62,Manga (3 vols),2001 - 2002
12396,Strawberry Kiss,6.62,Manga (1 vols),-
12397,Fushigiboshi no Futagohime,6.62,Manga (2 vols),2005 - 2006
12398,Mahou Shounen Majorian,6.62,Manga (3 vols),Dec 2005 - Jun 2008
12399,Lost Seven,6.62,Manga (4 vols),Feb 2008 - Dec 2009
12400,Muramasa,6.62,Manga (5 vols),Nov 2008 - 2009
12401,Jesus,6.62,Manga (2 vols),1997 - 1997
12402,Lian Ai Make♥Up!,6.62,Manhua (1 vols),Aug 2008 - Aug 2008
12403,Eniro*Cinderella,6.62,Manga (6 vols),2005 - 2008
12404,Mikazuki Kottouhinten no Kanban Neko,6.62,Manga (1 vols),Apr 2017 - Aug 2017
12405,Marry Marry Me!,6.62,Manga (1 vols),Sep 2015 - Nov 2015
12406,Kusanagi-sensei wa Tamesareteiru.,6.62,Manga (3 vols),Sep 2017 - Oct 2019
12407,Yume no Naka de Kimi wo Sagashite,6.62,Manga (? vols),Jan 2018 -
12408,Nidome no Yuusha wa Fukushuu no Michi wo Warai Ayumu,6.62,Manga (? vols),Feb 2018 -
12409,Abyss Rage,6.62,Manga (8 vols),May 2018 - Feb 2021
12410,Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,6.62,Manga (? vols),Dec 2018 -
12411,Tensei shite Yandere Kouryaku Taishou Chara to Shujuu Kankei ni Natta Kekka,6.62,Manga (2 vols),Mar 2019 - Dec 2020
12412,Jitsu wa Ore, Saikyou deshita?,6.62,Manga (? vols),Apr 2019 -
12413,Joshikou dakara Safe,6.62,Manga (4 vols),Oct 2019 - Dec 2021
12414,Shikabanegatana,6.62,Manga (3 vols),Jun 2020 - Dec 2021
12415,Hyouken no Majutsushi ga Sekai wo Suberu: Sekai Saikyou no Majutsushi de Aru Shounen wa, Majutsu Gakuin ni Nyuugaku suru,6.62,Manga (? vols),Jun 2020 -
12416,Soubi Seisaku-kei Cheat de Isekai wo Jiyuu ni Ikiteikimasu,6.62,Manga (? vols),Aug 2019 -
12417,Akuyaku Reijou? Iie, Gokuaku Reijou desu wa,6.62,Manga (? vols),Aug 2019 -
12418,Ore wa Mada, Honki wo Dashiteinai,6.62,Manga (? vols),Jul 2019 -
12419,Kamiyama-san no Kamibukuro no Naka ni wa,6.62,Manga (? vols),Jun 2021 -
12420,Kimi to Kyun Koi, Shiyou.,6.62,Manga (1 vols),-
12421,Mahou Sensou,6.62,Light Novel (12 vols),Nov 2011 - Sep 2015
12422,Tengoku ni Musubu Koi,6.62,Manga (1 vols),Dec 2001 - Dec 2001
12423,Eko Eko Azarak,6.62,Manga (19 vols),Aug 1975 - Mar 1979
12424,Genocider,6.62,Manga (4 vols),Jul 2013 - Oct 2015
12425,Oooku no Sakura: Gendai Oooku Jogakuin,6.62,Manga (1 vols),Jun 2013 - Apr 2014
12426,Dorothy wa Gokigennaname?,6.62,Manga (3 vols),Jul 2013 - Jul 2014
12427,Harukoma,6.62,One-shot (? vols),Jul 2013 - Jul 2013
12428,Princess Lover! - Eternal Love for My Lady,6.62,Manga (1 vols),Aug 2009 - Aug 2010
12429,Sora yori Takaku,6.62,Manga (27 vols),1995 - 2002
12430,Mujou no Sekki,6.62,One-shot (? vols),Apr 2013 - Apr 2013
12431,Battle Field,6.62,Manga (1 vols),1988 - 1990
12432,Ouji-sama ni Nemurihime no Kiss wo,6.62,One-shot (? vols),Sep 2013 - Sep 2013
12433,Eroge no Taiyou,6.62,Manga (4 vols),Aug 2014 - Jun 2015
12434,Tokiwa Kitareri!!,6.62,Manga (13 vols),Nov 2014 - Jun 2017
12435,Ore to Kanojo no Moeyo Pen,6.62,Manga (2 vols),Oct 2014 - Jun 2015
12436,Nyoroko no Namahousou!,6.62,Manga (2 vols),Aug 2014 - Apr 2016
12437,Adashino-san wa Sude ni Shinderu.,6.62,Manga (2 vols),Aug 2015 - Jul 2017
12438,Ryuu to Hidarite,6.62,One-shot (? vols),Jul 2015 - Jul 2015
12439,Heroine Voice,6.62,Manga (2 vols),Nov 2015 - Oct 2016
12440,Terra Formars Gaiden: Onizuka Keiji,6.62,Manga (1 vols),Dec 2015 - Apr 2016
12441,Girl Meets Girl,6.62,Doujinshi (1 vols),Dec 2013 - Dec 2013
12442,Amiami Romance,6.62,One-shot (? vols),Nov 2015 - Nov 2015
12443,Gi(a)rlish Number,6.62,Manga (3 vols),Mar 2016 - May 2017
12444,Tejina-senpai,6.62,Manga (8 vols),Feb 2016 - Feb 2021
12445,Yu☆Gi☆Oh!: Transcend Game,6.62,Manga (? vols),Apr 2016 - Apr 2016
12446,Dungeon Seeker,6.62,Manga (4 vols),May 2016 - Apr 2019
12447,Baby.,6.62,Manhua (5 vols),2008 - 2012
12448,Danganronpa Togami,6.62,Light Novel (3 vols),Nov 2015 - Feb 2017
12449,Yuusha desu ga Isekai de Elf Yome to Pizza-ten Hajimemasu,6.62,Light Novel (1 vols),Jan 2017 - Jan 2017
12450,Naturaturally,6.62,Manga (1 vols),Oct 2013 - Sep 2015
12451,Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,6.62,Light Novel (? vols),Feb 2017 -
12452,Eguchi-kun wa Minogasanai,6.62,Manga (4 vols),Dec 2013 - Jan 2019
12453,Yuki to Sumi,6.62,Manga (1 vols),Sep 2016 - Sep 2017
12454,Mousou Kikou: Adolescence Avatar,6.62,Manga (1 vols),Jan 2010 - Sep 2011
12455,China Girl,6.62,Manga (1 vols),2009 - 2009
12456,Houkago,6.62,Manga (1 vols),Nov 2009 - Jan 2010
12457,Swot,6.62,Manga (3 vols),Jul 2010 - Nov 2010
12458,Kaiki! Jigoku Mandara,6.62,Manga (1 vols),Jun 1982 - Jun 1982
12459,Grand Doll,6.62,Manga (1 vols),Jan 1968 - Aug 1968
12460,Imouto e,6.62,One-shot (? vols),1982 - 1982
12461,Bara wo Karasu Te de Boku wo dake,6.62,One-shot (? vols),2008 - 2008
12462,Amatsubu Harmonia,6.62,One-shot (? vols),Mar 2009 - Mar 2009
12463,Akuma no Ikenie,6.62,Manga (3 vols),Dec 2009 - Dec 2009
12464,Mister X wo Sagase,6.62,Manga (1 vols),2009 - 2009
12465,Yorokobi no Daishou,6.62,Manga (1 vols),2009 - 2009
12466,Kakuu no Koibito,6.62,Manga (1 vols),2010 - 2010
12467,Onaji Sora wo Miteiru,6.62,Manga (1 vols),Feb 2010 - Aug 2011
12468,Wakasugita Hakushaku Fujin,6.62,Manga (1 vols),Feb 2010 - Feb 2010
