Rank,Title,Score,Episodes,Airing,Link
-,Kowaku no Toki,5.91,OVA (4 eps),Oct 2011 - Jul 2014,https://myanimelist.net/anime/11185/Kowaku_no_Toki
-,Magical Twilight,5.91,OVA (3 eps),Jul 1994 - Jul 1995,https://myanimelist.net/anime/3078/Magical_Twilight
-,Natural,5.91,OVA (2 eps),Feb 1999 - May 1999,https://myanimelist.net/anime/3056/Natural
-,Okane ga Nai Specials,5.91,Special (4 eps),Feb 2007 - Dec 2007,https://myanimelist.net/anime/30262/Okane_ga_Nai_Specials
-,Papa to Kiss in the Dark,5.91,OVA (2 eps),Nov 2005 - Dec 2005,https://myanimelist.net/anime/746/Papa_to_Kiss_in_the_Dark
-,Seikoujo: Haitoku no Biden Dorei,5.91,OVA (2 eps),Apr 2006 - Dec 2006,https://myanimelist.net/anime/3706/Seikoujo__Haitoku_no_Biden_Dorei
-,Yebisu Celebrities 1st,5.91,OVA (1 eps),May 2010 - May 2010,https://myanimelist.net/anime/9232/Yebisu_Celebrities_1st
-,Makai Kishi Ingrid: Re - Mesu Buta Dorei ni Ochita Makai Kishi,5.90,OVA (1 eps),Nov 2018 - Nov 2018,https://myanimelist.net/anime/38621/Makai_Kishi_Ingrid__Re_-_Mesu_Buta_Dorei_ni_Ochita_Makai_Kishi
-,Saimin Jutsu Zero Special,5.90,Special (1 eps),Sep 2013 - Sep 2013,https://myanimelist.net/anime/23475/Saimin_Jutsu_Zero_Special
-,Tsuma ga Onsen de Circle Nakama no Nikubenki ni Natta no Desu ga... Anime Edition,5.90,OVA (1 eps),Jun 2017 - Jun 2017,https://myanimelist.net/anime/35573/Tsuma_ga_Onsen_de_Circle_Nakama_no_Nikubenki_ni_Natta_no_Desu_ga_Anime_Edition
-,Chikan Juunin-tai The Animation,5.90,OVA (5 eps),Jul 2004 - Aug 2004,https://myanimelist.net/anime/4562/Chikan_Juunin-tai_The_Animation
-,Choubatsu Yobikou,5.90,OVA (2 eps),Feb 2004 - May 2004,https://myanimelist.net/anime/2435/Choubatsu_Yobikou
-,Elf no Wakaokusama,5.90,OVA (2 eps),Jul 1995 - Oct 1995,https://myanimelist.net/anime/1332/Elf_no_Wakaokusama
-,Gibo,5.90,OVA (2 eps),Oct 2001 - Jan 2002,https://myanimelist.net/anime/1406/Gibo
-,Gitai Saimin,5.90,OVA (2 eps),Jan 2011 - Apr 2011,https://myanimelist.net/anime/9718/Gitai_Saimin
-,Chibo,5.89,OVA (2 eps),Oct 2005 - Jan 2006,https://myanimelist.net/anime/2447/Chibo
-,Hakoiri Shoujo: Virgin Territory,5.89,OVA (2 eps),Sep 2011 - Feb 2012,https://myanimelist.net/anime/10906/Hakoiri_Shoujo__Virgin_Territory
-,Kounai Shasei,5.89,OVA (3 eps),May 1990 - Aug 1992,https://myanimelist.net/anime/4164/Kounai_Shasei
-,Miboujin: Numeriau Nikuyoku to Midara ni Nureru Mitsusubo,5.89,OVA (2 eps),Jun 2004 - Oct 2004,https://myanimelist.net/anime/3108/Miboujin__Numeriau_Nikuyoku_to_Midara_ni_Nureru_Mitsusubo
-,Rape! Rape! Rape!,5.89,OVA (3 eps),Oct 2008 - Jul 2009,https://myanimelist.net/anime/5316/Rape_Rape_Rape
-,Nosewasure: Onna Kyoushi Chuuzenji Ayano no Inutsu na Kore kara,5.88,OVA (2 eps),Jan 2015 - Feb 2015,https://myanimelist.net/anime/28519/Nosewasure__Onna_Kyoushi_Chuuzenji_Ayano_no_Inutsu_na_Kore_kara
-,Nozoki Kanojo,5.88,OVA (4 eps),Dec 2019 - Aug 2021,https://myanimelist.net/anime/40471/Nozoki_Kanojo
-,Choujin Densetsu Urotsukidouji 2,5.88,Movie (1 eps),Jul 1991 - Jul 1991,https://myanimelist.net/anime/2360/Choujin_Densetsu_Urotsukidouji_2
-,Euphoria,5.88,OVA (6 eps),Dec 2011 - Feb 2016,https://myanimelist.net/anime/10851/Euphoria
-,Kijoku: Princess Double Kari,5.88,OVA (3 eps),Aug 2004 - Dec 2004,https://myanimelist.net/anime/2434/Kijoku__Princess_Double_Kari
-,Kunoichi Bakumatsu Kitan,5.88,OVA (2 eps),Dec 2003 - May 2004,https://myanimelist.net/anime/4364/Kunoichi_Bakumatsu_Kitan
-,Kyuuketsuki,5.88,OVA (2 eps),Mar 2011 - Dec 2012,https://myanimelist.net/anime/10325/Kyuuketsuki
-,Angelium,5.87,OVA (2 eps),Sep 2004 - Nov 2004,https://myanimelist.net/anime/2436/Angelium
-,Colosseum no Senki: Another Story,5.87,OVA (2 eps),Dec 2015 - Jan 2016,https://myanimelist.net/anime/31403/Colosseum_no_Senki__Another_Story
-,Imouto Twins,5.87,OVA (1 eps),Sep 2006 - Sep 2006,https://myanimelist.net/anime/13643/Imouto_Twins
-,Inyouchuu Etsu Special,5.87,Special (1 eps),Mar 2014 - Mar 2014,https://myanimelist.net/anime/31424/Inyouchuu_Etsu_Special
-,Shuudan Chikan Densha,5.87,OVA (2 eps),Jun 2005 - Sep 2005,https://myanimelist.net/anime/2187/Shuudan_Chikan_Densha
-,Tokio Kidou Police,5.87,OVA (2 eps),Jul 1997 - Aug 1997,https://myanimelist.net/anime/1405/Tokio_Kidou_Police
-,Mikagura Tanteidan,5.86,OVA (3 eps),Mar 2004 - Sep 2004,https://myanimelist.net/anime/3379/Mikagura_Tanteidan
-,Shusaku Replay,5.86,OVA (4 eps),Jul 2000 - Jan 2001,https://myanimelist.net/anime/2375/Shusaku_Replay
-,Dark Blue,5.86,OVA (2 eps),Apr 2012 - Mar 2013,https://myanimelist.net/anime/12995/Dark_Blue
-,Hana to Hebi The Animation,5.86,OVA (3 eps),Jul 2006 - Sep 2006,https://myanimelist.net/anime/3795/Hana_to_Hebi_The_Animation
-,Hontou ni Atta,5.86,OVA (2 eps),Aug 2013 - May 2014,https://myanimelist.net/anime/19635/Hontou_ni_Atta
-,Kussetsu,5.85,OVA (3 eps),Feb 2002 - Jul 2002,https://myanimelist.net/anime/2794/Kussetsu
-,Luv Wave,5.85,OVA (3 eps),Mar 2000 - Oct 2000,https://myanimelist.net/anime/3254/Luv_Wave
-,Rape Gouhouka!!!,5.85,ONA (2 eps),Sep 2018 - Sep 2018,https://myanimelist.net/anime/38513/Rape_Gouhouka
-,Ookami-san wa Taberaretai,5.84,ONA (3 eps),Sep 2020 - Sep 2020,https://myanimelist.net/anime/42517/Ookami-san_wa_Taberaretai
-,Suki da yo!,5.84,OVA (2 eps),Dec 2001 - Mar 2002,https://myanimelist.net/anime/2440/Suki_da_yo
-,True Blue,5.84,OVA (2 eps),Feb 2005 - Mar 2005,https://myanimelist.net/anime/3728/True_Blue
-,Campus,5.84,OVA (2 eps),Nov 2000 - Feb 2001,https://myanimelist.net/anime/3039/Campus
-,Daishikkin Helena,5.84,OVA (2 eps),Aug 2005 - Nov 2005,https://myanimelist.net/anime/3250/Daishikkin_Helena
-,G-Taste,5.84,OVA (7 eps),Dec 1999 - Apr 2003,https://myanimelist.net/anime/2530/G-Taste
-,Heisa Byouin,5.84,OVA (2 eps),Dec 2003 - Mar 2004,https://myanimelist.net/anime/2195/Heisa_Byouin
-,Keiraku no Houteishiki Level-C,5.84,OVA (1 eps),Jul 1995 - Jul 1995,https://myanimelist.net/anime/736/Keiraku_no_Houteishiki_Level-C
-,Black Gate: Kanin no Gakuen,5.83,OVA (2 eps),Jul 2004 - Dec 2004,https://myanimelist.net/anime/2145/Black_Gate__Kanin_no_Gakuen
-,Kansen: Ball Buster The Animation,5.83,OVA (1 eps),Nov 2013 - Nov 2013,https://myanimelist.net/anime/20959/Kansen__Ball_Buster_The_Animation
-,Kunoichi Sakuya,5.83,OVA (2 eps),Feb 2011 - Aug 2011,https://myanimelist.net/anime/9939/Kunoichi_Sakuya
-,Onna Kyoushi Yumi no Houkago,5.82,OVA (2 eps),Aug 2003 - Nov 2003,https://myanimelist.net/anime/2532/Onna_Kyoushi_Yumi_no_Houkago
-,Ijou Chitai: Jikken Dorei,5.82,OVA (2 eps),Dec 2011 - Mar 2012,https://myanimelist.net/anime/11815/Ijou_Chitai__Jikken_Dorei
-,Buta no Gotoki Sanzoku ni Torawarete Shojo wo Ubawareru Kyonyuu Himekishi & Onna Senshi,5.81,OVA (1 eps),Jan 2015 - Jan 2015,https://myanimelist.net/anime/28169/Buta_no_Gotoki_Sanzoku_ni_Torawarete_Shojo_wo_Ubawareru_Kyonyuu_Himekishi___Onna_Senshi
-,Karen,5.81,OVA (1 eps),Aug 2002 - Aug 2002,https://myanimelist.net/anime/3560/Karen
-,Kiss yori...,5.81,OVA (3 eps),Jul 1999 - Nov 1999,https://myanimelist.net/anime/3543/Kiss_yori
-,Kokudo Ou,5.81,OVA (5 eps),Nov 2000 - Jun 2002,https://myanimelist.net/anime/5117/Kokudo_Ou
-,Korashime,5.81,OVA (2 eps),Jun 2001 - Sep 2001,https://myanimelist.net/anime/3382/Korashime
-,Kurohime: Shikkoku no Yakata,5.81,OVA (2 eps),May 2002 - Mar 2003,https://myanimelist.net/anime/1385/Kurohime__Shikkoku_no_Yakata
-,Onmyouji Ayakashi no Megami: Inran Jubaku,5.81,OVA (2 eps),Oct 2009 - Apr 2010,https://myanimelist.net/anime/7264/Onmyouji_Ayakashi_no_Megami__Inran_Jubaku
-,Septem Charm Magical Kanan: SP Summer Camp,5.81,OVA (2 eps),Aug 2002 - Feb 2003,https://myanimelist.net/anime/4489/Septem_Charm_Magical_Kanan__SP_Summer_Camp
-,Suika: Manatsu no Okurimono,5.81,OVA (1 eps),Apr 2004 - Apr 2004,https://myanimelist.net/anime/5411/Suika__Manatsu_no_Okurimono
-,Taimanin Shiranui: Inyoku no Dorei Shoufu,5.81,OVA (1 eps),Nov 2021 - Nov 2021,https://myanimelist.net/anime/50251/Taimanin_Shiranui__Inyoku_no_Dorei_Shoufu
-,Vicious,5.81,OVA (2 eps),Jan 2001 - May 2001,https://myanimelist.net/anime/4541/Vicious
-,Okusama wa Mahoutsukai,5.80,OVA (2 eps),Dec 2006 - Mar 2007,https://myanimelist.net/anime/2957/Okusama_wa_Mahoutsukai
-,Eternity: Shinya no Nurekoi Channel ♡,5.80,ONA (12 eps),Oct 2020 - Dec 2020,https://myanimelist.net/anime/42414/Eternity__Shinya_no_Nurekoi_Channel_♡
-,Gakuen no Ikenie: Nagusami Mono to Kashita Kyonyuu Furyou Shoujo,5.80,OVA (1 eps),Jul 2015 - Jul 2015,https://myanimelist.net/anime/30658/Gakuen_no_Ikenie__Nagusami_Mono_to_Kashita_Kyonyuu_Furyou_Shoujo
-,Houkago 2 The Animation,5.80,OVA (1 eps),Aug 2007 - Aug 2007,https://myanimelist.net/anime/5210/Houkago_2_The_Animation
-,Issho ni Ecchi,5.80,OVA (1 eps),Feb 2010 - Feb 2010,https://myanimelist.net/anime/7611/Issho_ni_Ecchi
-,Heisa Byoutou,5.79,OVA (2 eps),Jul 2001 - Oct 2001,https://myanimelist.net/anime/4009/Heisa_Byoutou
-,Osananajimi to Doukyuusei,5.79,OVA (2 eps),Jul 2008 - Nov 2008,https://myanimelist.net/anime/5109/Osananajimi_to_Doukyuusei
-,Shusaku Liberty,5.79,OVA (2 eps),Jan 2003 - Apr 2003,https://myanimelist.net/anime/2376/Shusaku_Liberty
-,Words Worth Gaiden,5.79,OVA (2 eps),Jul 2002 - Sep 2002,https://myanimelist.net/anime/2185/Words_Worth_Gaiden
-,Miyazaki Maya Daizukan,5.78,OVA (2 eps),Nov 2010 - Feb 2011,https://myanimelist.net/anime/9599/Miyazaki_Maya_Daizukan
-,Ouji no Honmei wa Akuyaku Reijou,5.78,ONA (8 eps),Jan 2022 - Mar 2022,https://myanimelist.net/anime/49223/Ouji_no_Honmei_wa_Akuyaku_Reijou
-,Court no Naka no Tenshi-tachi,5.78,OVA (2 eps),Oct 2000 - Dec 2000,https://myanimelist.net/anime/1512/Court_no_Naka_no_Tenshi-tachi
-,Haha Sange,5.78,OVA (2 eps),Feb 2010 - May 2010,https://myanimelist.net/anime/7612/Haha_Sange
-,Hatsukoi,5.78,OVA (2 eps),Feb 2004 - Apr 2004,https://myanimelist.net/anime/5208/Hatsukoi
-,Innocent Blue,5.78,OVA (2 eps),Nov 2005 - Aug 2006,https://myanimelist.net/anime/4356/Innocent_Blue
-,Ikusa Otome Suvia Special,5.77,Special (1 eps),Feb 2010 - Feb 2010,https://myanimelist.net/anime/9091/Ikusa_Otome_Suvia_Special
-,Keraku-No-OH King of Pleasure,5.77,OVA (3 eps),Jul 2002 - Dec 2002,https://myanimelist.net/anime/4488/Keraku-No-OH_King_of_Pleasure
-,Konna ni Yasashiku Sareta no,5.77,OVA (3 eps),Jun 2014 - Nov 2014,https://myanimelist.net/anime/23761/Konna_ni_Yasashiku_Sareta_no
-,Mizuiro,5.77,OVA (2 eps),Aug 2002 - Dec 2002,https://myanimelist.net/anime/1038/Mizuiro
-,Natsuyasumi.,5.77,ONA (3 eps),Jan 2013 - Jul 2013,https://myanimelist.net/anime/17371/Natsuyasumi
-,Otokonoko ♂ Delivery,5.77,OVA (1 eps),Dec 2016 - Dec 2016,https://myanimelist.net/anime/34659/Otokonoko_♂_Delivery
-,Otona nya Koi no Shikata ga Wakaranee!,5.77,ONA (8 eps),Oct 2020 - Nov 2020,https://myanimelist.net/anime/42714/Otona_nya_Koi_no_Shikata_ga_Wakaranee
-,Midnight Panther,5.76,OVA (2 eps),Aug 1998 - Dec 1998,https://myanimelist.net/anime/1763/Midnight_Panther
-,Shin-ban Megami Tantei Vinus File,5.76,OVA (2 eps),Feb 2004 - Aug 2004,https://myanimelist.net/anime/2956/Shin-ban_Megami_Tantei_Vinus_File
-,Shoujo Senki Brain Jacker,5.76,OVA (2 eps),Mar 2011 - Sep 2012,https://myanimelist.net/anime/10101/Shoujo_Senki_Brain_Jacker
-,Tsugunai,5.76,OVA (? eps),Jun 2022 -,https://myanimelist.net/anime/51463/Tsugunai
-,Uba,5.76,OVA (2 eps),Apr 2004 - Jul 2004,https://myanimelist.net/anime/827/Uba
-,21-ji no Onna: Newscaster Katsuragi Miki,5.76,OVA (3 eps),Apr 2001 - Nov 2001,https://myanimelist.net/anime/2863/21-ji_no_Onna__Newscaster_Katsuragi_Miki
-,Kurai Mirai,5.76,OVA (2 eps),Jan 2006 - Sep 2006,https://myanimelist.net/anime/3034/Kurai_Mirai
-,Kyouhaku: Owaranai Ashita,5.76,OVA (3 eps),Jan 2000 - Jun 2000,https://myanimelist.net/anime/2327/Kyouhaku__Owaranai_Ashita
-,Cartagra: Tsuki Gurui no Yamai,5.75,OVA (2 eps),Apr 2009 - Jun 2009,https://myanimelist.net/anime/6422/Cartagra__Tsuki_Gurui_no_Yamai
-,Idol Kouhosei,5.75,OVA (1 eps),Feb 2013 - Feb 2013,https://myanimelist.net/anime/16476/Idol_Kouhosei
-,Ingoku Byoutou,5.75,OVA (2 eps),Aug 2002 - Nov 2002,https://myanimelist.net/anime/3628/Ingoku_Byoutou
-,Leatherman,5.75,OVA (5 eps),Nov 2001 - Oct 2002,https://myanimelist.net/anime/3378/Leatherman
-,Netokano,5.75,OVA (1 eps),Jun 2021 - Jun 2021,https://myanimelist.net/anime/48513/Netokano
-,Ogenki Clinic,5.75,OVA (3 eps),Jul 1991 - Mar 1992,https://myanimelist.net/anime/2469/Ogenki_Clinic
-,Otome wa Boku ni Koishiteru: Trinkle Stars The Animation (2022),5.75,OVA (2 eps),Jun 2022 - Aug 2022,https://myanimelist.net/anime/51594/Otome_wa_Boku_ni_Koishiteru__Trinkle_Stars_The_Animation_2022
-,Sinkan,5.75,OVA (1 eps),May 2004 - May 2004,https://myanimelist.net/anime/2588/Sinkan
-,Tonari no Oneesan,5.75,OVA (2 eps),Jul 2000 - Oct 2000,https://myanimelist.net/anime/2540/Tonari_no_Oneesan
-,Yubisaki Annainin Shirudaku Settai Okawari Sanhaime,5.75,OVA (3 eps),Sep 2010 - Dec 2010,https://myanimelist.net/anime/9326/Yubisaki_Annainin_Shirudaku_Settai_Okawari_Sanhaime
-,Yuuwaku Countdown,5.75,OVA (6 eps),Jun 1995 - Nov 1995,https://myanimelist.net/anime/1383/Yuuwaku_Countdown
-,Swamp Stamp Anime Edition,5.74,OVA (1 eps),Jul 2017 - Jul 2017,https://myanimelist.net/anime/35726/Swamp_Stamp_Anime_Edition
-,I☆Can,5.74,OVA (3 eps),Jun 2010 - Apr 2015,https://myanimelist.net/anime/8654/I☆Can
-,Inmou,5.74,OVA (2 eps),Mar 2020 - Mar 2020,https://myanimelist.net/anime/40922/Inmou
-,Akebi no Hana: Maho,5.73,OVA (1 eps),Apr 2011 - Apr 2011,https://myanimelist.net/anime/10552/Akebi_no_Hana__Maho
-,BaBuKa: Gokudou no Tsuma,5.73,OVA (2 eps),Oct 2011 - Nov 2011,https://myanimelist.net/anime/11469/BaBuKa__Gokudou_no_Tsuma
-,Ooedo Forty Eight,5.72,OVA (3 eps),Sep 2007 - Feb 2008,https://myanimelist.net/anime/5439/Ooedo_Forty_Eight
-,Tsuukin Kairaku: Chikan de Go!!,5.72,OVA (1 eps),May 2007 - May 2007,https://myanimelist.net/anime/4355/Tsuukin_Kairaku__Chikan_de_Go
-,Unbalance,5.72,OVA (3 eps),Jun 2002 - Dec 2002,https://myanimelist.net/anime/1770/Unbalance
-,Cambrian,5.72,OVA (2 eps),Nov 2005 - May 2006,https://myanimelist.net/anime/2412/Cambrian
-,Fighting of Ecstasy,5.72,OVA (2 eps),Feb 2011 - Apr 2011,https://myanimelist.net/anime/9434/Fighting_of_Ecstasy
-,Kuroinu II The Animation,5.72,OVA (? eps),Aug 2021 -,https://myanimelist.net/anime/49095/Kuroinu_II_The_Animation
-,After... The Animation,5.71,OVA (2 eps),Aug 2007 - Jan 2008,https://myanimelist.net/anime/3711/After_The_Animation
-,Fuurinkanzan,5.71,OVA (1 eps),Aug 2013 - Aug 2013,https://myanimelist.net/anime/19523/Fuurinkanzan
-,Kunoichi Botan,5.71,ONA (2 eps),Aug 2018 - Aug 2018,https://myanimelist.net/anime/38260/Kunoichi_Botan
-,Mune Kyun! Heartful Cafe,5.71,OVA (2 eps),Aug 2002 - Oct 2002,https://myanimelist.net/anime/4799/Mune_Kyun_Heartful_Cafe
-,Reinou Tantei Miko,5.71,OVA (2 eps),Aug 2000 - May 2001,https://myanimelist.net/anime/2721/Reinou_Tantei_Miko
-,Ryouki no Ori 2,5.71,OVA (3 eps),Apr 2001 - Nov 2001,https://myanimelist.net/anime/2368/Ryouki_no_Ori_2
-,Tenkousei,5.71,OVA (4 eps),Mar 1996 - Jan 1997,https://myanimelist.net/anime/4825/Tenkousei
-,Yuuwaku Countdown: Akira,5.71,OVA (3 eps),Mar 1997 - Aug 1997,https://myanimelist.net/anime/4608/Yuuwaku_Countdown__Akira
-,Shiroki Tenshi-tachi no Rondo,5.70,OVA (2 eps),Oct 2002 - Dec 2002,https://myanimelist.net/anime/3046/Shiroki_Tenshi-tachi_no_Rondo
-,Stratosphera no Yousei,5.70,OVA (3 eps),Nov 2002 - Dec 2002,https://myanimelist.net/anime/2788/Stratosphera_no_Yousei
-,Tokyo Requiem,5.70,OVA (2 eps),Apr 2005 - Mar 2006,https://myanimelist.net/anime/3681/Tokyo_Requiem
-,Be-yond,5.70,OVA (2 eps),Feb 1998 - May 1998,https://myanimelist.net/anime/4820/Be-yond
-,Dousou Kai Again,5.70,OVA (2 eps),Jul 2002 - Dec 2002,https://myanimelist.net/anime/2007/Dousou_Kai_Again
-,Haitoku no Shoujo,5.70,OVA (2 eps),Sep 2001 - Jan 2002,https://myanimelist.net/anime/3411/Haitoku_no_Shoujo
-,Kanin Tokkyuu Michishio,5.70,OVA (2 eps),Aug 2010 - Nov 2010,https://myanimelist.net/anime/8275/Kanin_Tokkyuu_Michishio
-,Choujin Densetsu Urotsukidouji: Mirai-hen,5.69,OVA (4 eps),Oct 1992 - Aug 1993,https://myanimelist.net/anime/2343/Choujin_Densetsu_Urotsukidouji__Mirai-hen
-,Darcrows,5.69,OVA (2 eps),Oct 2003 - Jan 2004,https://myanimelist.net/anime/3439/Darcrows
-,Dragon Knight 4,5.69,OVA (4 eps),Nov 1998 - Aug 1999,https://myanimelist.net/anime/1834/Dragon_Knight_4
-,Kaette Kita Court no Naka no Tenshi-tachi,5.69,OVA (2 eps),Oct 2001 - Jan 2002,https://myanimelist.net/anime/1513/Kaette_Kita_Court_no_Naka_no_Tenshi-tachi
-,Kuro no Danshou,5.69,OVA (4 eps),Oct 1999 - Sep 2000,https://myanimelist.net/anime/220/Kuro_no_Danshou
-,Mitama: Nin,5.69,OVA (2 eps),Feb 2009 - Sep 2009,https://myanimelist.net/anime/6120/Mitama__Nin
-,Momoiro Bouenkyou Anime Edition,5.69,OVA (1 eps),Feb 2017 - Feb 2017,https://myanimelist.net/anime/34758/Momoiro_Bouenkyou_Anime_Edition
-,Sakuramiya Shimai no Netorare Kiroku,5.69,OVA (2 eps),Jun 2019 - Sep 2019,https://myanimelist.net/anime/39526/Sakuramiya_Shimai_no_Netorare_Kiroku
-,Maids in Dream,5.68,OVA (2 eps),Jul 2003 - Dec 2003,https://myanimelist.net/anime/2444/Maids_in_Dream
-,Shidoukan Day After The Animation,5.68,OVA (2 eps),Apr 2021 - May 2021,https://myanimelist.net/anime/48652/Shidoukan_Day_After_The_Animation
-,Soukou Seiki Ysphere: Ingyaku no Sennou Kaizou,5.68,OVA (2 eps),Jul 2020 - Jan 2021,https://myanimelist.net/anime/41824/Soukou_Seiki_Ysphere__Ingyaku_no_Sennou_Kaizou
-,Toushin Toshi II,5.68,OVA (3 eps),Dec 1997 - Jun 1998,https://myanimelist.net/anime/2838/Toushin_Toshi_II
-,Hininden: Gauss,5.68,OVA (1 eps),Dec 2005 - Dec 2005,https://myanimelist.net/anime/4378/Hininden__Gauss
-,Jinshin Yuugi,5.68,OVA (2 eps),Mar 2001 - Jun 2001,https://myanimelist.net/anime/828/Jinshin_Yuugi
-,Juuninin no Onna Kyoushi,5.68,OVA (2 eps),Apr 2008 - Jul 2008,https://myanimelist.net/anime/5522/Juuninin_no_Onna_Kyoushi
-,Flutter of Birds: Tori-tachi no Habataki,5.67,OVA (2 eps),May 2002 - Aug 2002,https://myanimelist.net/anime/1404/Flutter_of_Birds__Tori-tachi_no_Habataki
-,Oujo & Onna Kishi W Do Gehin Roshutsu,5.66,OVA (2 eps),Aug 2020 - Oct 2020,https://myanimelist.net/anime/42223/Oujo___Onna_Kishi_W_Do_Gehin_Roshutsu
-,Rape! Rape! Rape! DVD-Box Special,5.66,Special (1 eps),Oct 2010 - Oct 2010,https://myanimelist.net/anime/49922/Rape_Rape_Rape_DVD-Box_Special
-,A-Size Classmate,5.66,OVA (2 eps),Feb 2016 - Apr 2016,https://myanimelist.net/anime/32484/A-Size_Classmate
-,Ai Doll,5.66,OVA (4 eps),Jun 2000 - Apr 2001,https://myanimelist.net/anime/1791/Ai_Doll
-,Asgaldh: The Distortion Testament,5.65,OVA (3 eps),Oct 2001 - Apr 2002,https://myanimelist.net/anime/2872/Asgaldh__The_Distortion_Testament
-,Inyoku Tokkyuu Zetsurinou,5.65,OVA (1 eps),Aug 2007 - Aug 2007,https://myanimelist.net/anime/4730/Inyoku_Tokkyuu_Zetsurinou
-,Jokutsuma,5.65,OVA (2 eps),Oct 2007 - Jan 2008,https://myanimelist.net/anime/5173/Jokutsuma
-,Kibun Kibun,5.65,OVA (2 eps),Feb 2003 - May 2003,https://myanimelist.net/anime/4603/Kibun_Kibun
-,Shin Choujin Densetsu Urotsukidouji Mataiden,5.65,OVA (2 eps),Dec 1990 - Apr 1991,https://myanimelist.net/anime/2342/Shin_Choujin_Densetsu_Urotsukidouji_Mataiden
-,Zutto Suki Datta,5.65,OVA (2 eps),Apr 2017 - Jun 2017,https://myanimelist.net/anime/34895/Zutto_Suki_Datta
-,Dousou Kai,5.64,OVA (4 eps),Mar 1998 - Dec 1998,https://myanimelist.net/anime/692/Dousou_Kai
-,Flutter of Birds II: Tenshi-tachi no Tsubasa,5.64,OVA (2 eps),May 2003 - Aug 2003,https://myanimelist.net/anime/2208/Flutter_of_Birds_II__Tenshi-tachi_no_Tsubasa
-,Ijoku,5.64,OVA (2 eps),Jul 2006 - Nov 2006,https://myanimelist.net/anime/3580/Ijoku
-,Kamyla,5.64,OVA (3 eps),Apr 2002 - Sep 2002,https://myanimelist.net/anime/3921/Kamyla
-,Mahou Shoujo Elena DVD-BOX Special,5.63,Special (1 eps),Dec 2015 - Dec 2015,https://myanimelist.net/anime/49876/Mahou_Shoujo_Elena_DVD-BOX_Special
-,Maid-san to Boin Damashii,5.63,OVA (2 eps),Jul 2015 - Aug 2015,https://myanimelist.net/anime/30770/Maid-san_to_Boin_Damashii
-,Omiai Aite wa Oshiego, Tsuyoki na, Mondaiji.,5.63,ONA (12 eps),Oct 2017 - Dec 2017,https://myanimelist.net/anime/36198/Omiai_Aite_wa_Oshiego_Tsuyoki_na_Mondaiji
-,Seisen Gakuin,5.63,OVA (1 eps),Jun 2007 - Jun 2007,https://myanimelist.net/anime/4492/Seisen_Gakuin
-,Shimai Ijiri,5.63,OVA (2 eps),Dec 1999 - Mar 2000,https://myanimelist.net/anime/3951/Shimai_Ijiri
-,The Urotsuki,5.63,OVA (3 eps),May 2002 - Nov 2002,https://myanimelist.net/anime/1353/The_Urotsuki
-,Aisei Tenshi Love Mary: Akusei Jutai - The Animation,5.63,OVA (2 eps),Feb 2020 - Jun 2020,https://myanimelist.net/anime/40801/Aisei_Tenshi_Love_Mary__Akusei_Jutai_-_The_Animation
-,Inmu 2,5.63,OVA (2 eps),Mar 2001 - Jun 2001,https://myanimelist.net/anime/4400/Inmu_2
-,Kara no Shoujo,5.63,OVA (2 eps),Jan 2010 - Oct 2010,https://myanimelist.net/anime/7265/Kara_no_Shoujo
-,Hooligan,5.62,OVA (2 eps),Oct 2001 - Feb 2002,https://myanimelist.net/anime/2439/Hooligan
-,Inko,5.62,OVA (3 eps),Jul 2005 - Nov 2005,https://myanimelist.net/anime/5890/Inko
-,Jii Tousaku,5.62,OVA (2 eps),Aug 2002 - Apr 2004,https://myanimelist.net/anime/5403/Jii_Tousaku
-,Keibiin,5.62,OVA (3 eps),Nov 2000 - Mar 2001,https://myanimelist.net/anime/5664/Keibiin
-,Mahou Senshi Sweet Knights: Heroine Ryoujoku Shirei,5.62,OVA (2 eps),Apr 2004 - Aug 2004,https://myanimelist.net/anime/3920/Mahou_Senshi_Sweet_Knights__Heroine_Ryoujoku_Shirei
-,Tokubetsu Jugyou 2,5.62,OVA (2 eps),Jun 2003 - Oct 2003,https://myanimelist.net/anime/2380/Tokubetsu_Jugyou_2
-,V.G.Neo The Animation,5.62,OVA (3 eps),Feb 2004 - Jan 2005,https://myanimelist.net/anime/2209/VGNeo_The_Animation
-,Megami Kyouju,5.61,OVA (2 eps),Aug 2003 - Nov 2003,https://myanimelist.net/anime/4350/Megami_Kyouju
-,Onna Kyoushi Nijuusan-sai,5.61,OVA (2 eps),Jan 2003 - Jun 2003,https://myanimelist.net/anime/4852/Onna_Kyoushi_Nijuusan-sai
-,Tower of Etruria,5.61,OVA (2 eps),Jun 2003 - May 2004,https://myanimelist.net/anime/4340/Tower_of_Etruria
-,True Blue: Gaiden,5.61,OVA (1 eps),Dec 2005 - Dec 2005,https://myanimelist.net/anime/3729/True_Blue__Gaiden
-,Blood Royale,5.61,OVA (2 eps),Aug 2002 - Nov 2002,https://myanimelist.net/anime/1386/Blood_Royale
-,Boku no Sexual Harassment,5.61,OVA (3 eps),Dec 1994 - Oct 1995,https://myanimelist.net/anime/755/Boku_no_Sexual_Harassment
